county_name,jurisdiction,precinct_id,precinct,name,address
CADDO,CADDO,080031,CADDO COUNTY PRECINCT 080031,BETHEL BAPTIST CHURCH,"501 W. FLORIDA, ANADARKO, OK 73005"
CADDO,CADDO,081010,CADDO COUNTY PRECINCT 081010,BINGER COMMUNITY CENTER,"208 WEST MAIN, BINGER, OK 73009"
CADDO,CADDO,081013,CADDO COUNTY PRECINCT 081013,EAKLY TOWN HALL,"311 WEST MAIN STREET, EAKLY, OK 73033"
CANADIAN,CANADIAN,090102,CANADIAN COUNTY PRECINCT 090102,MT ZION UNITED METHODIST CHURC,"3201 150THST NE, 2 MI EAST OF HWY 81 ON 15OTH, EL RENO, OK 73036"
CANADIAN,CANADIAN,090224,CANADIAN COUNTY PRECINCT 090224,INT'L PENTECOSTAL ASSEMBLY CH,"12221 PARK AVENUE, YUKON, OK 73099"
CANADIAN,CANADIAN,090300,CANADIAN COUNTY PRECINCT 090300,HOLY SPIRIT CATHOLIC CHURCH,"1100 N SARA ROAD, MUSTANG, OK 73064"
CANADIAN,CANADIAN,090303,CANADIAN COUNTY PRECINCT 090303,CHURCH OF CHRIST WEST METRO,"4900 S CEMETERY ROAD, YUKON, OK 73036"
CARTER,CARTER,100019,CARTER COUNTY PRECINCT 100019,SOUTHWEST BAPTIST CHURCH,"2120 MYALL ROAD, ARDMORE, OK 73401"
CARTER,CARTER,100052,CARTER COUNTY PRECINCT 100052,FOX BAPTIST CHURCH,"115 CHICKASAW AVE., FOX, OK 73435"
CARTER,CARTER,100062,CARTER COUNTY PRECINCT 100062,MARY NIBLACK BAPTIST CHURCH,"898 MARY NIBLACK RD, ARDMORE, OK 73401"
CARTER,CARTER,100063,CARTER COUNTY PRECINCT 100063,DICKSON CITY HALL,"35 EASTGATE LOOP, DICKSON, OK 73401"
CHEROKEE,CHEROKEE,110007,CHEROKEE COUNTY PRECINCT 110007,FIRST UNITED METHODIST CHURCH,"301 W DELAWARE ST, TAHLEQUAH, OK 74464"
CHEROKEE,CHEROKEE,110010,CHEROKEE COUNTY PRECINCT 110010,KEYS COMMUNITY BLDG.,"19083 E. 840 RD, PARK HILL, OK 74451"
CHOCTAW,CHOCTAW,120104,CHOCTAW COUNTY PRECINCT 120104,SOPER SENIOR CITIZENS,"HWY 70 W - 1BLK N ON MAIN ST., SOPER, OK 74759"
CHOCTAW,CHOCTAW,120208,CHOCTAW COUNTY PRECINCT 120208,GOODLAND ACADEMY-BACON HALL,"HWY 271 A W OFF 271 S, ON GOODLAND ROAD, HUGO, OK 74743"
CHOCTAW,CHOCTAW,120215,CHOCTAW COUNTY PRECINCT 120215,CHOCTAW COUNTY COURTHOUSE,"300 E. DUKE STREET, HUGO, OK 74743"
CHOCTAW,CHOCTAW,120316,CHOCTAW COUNTY PRECINCT 120316,KIAMICHI TECHNOLOGY CENTER,"105 S 15TH ST - HWY 70 E, HUGO, OK 74743"
CHOCTAW,CHOCTAW,120319,CHOCTAW COUNTY PRECINCT 120319,SPENCERVILLE COMMUNITY CENTER,"ACROSS STREET FROM, SPENCERVILLE POST OFFICE, SPENCERVILLE, OK 74760"
CLEVELAND,CLEVELAND,140009,CLEVELAND COUNTY PRECINCT 140009,EMMAUS BAPTIST CHURCH,"16001 S. WESTERN AVENUE, OKLAHOMA CITY, OK 73170"
CLEVELAND,CLEVELAND,140010,CLEVELAND COUNTY PRECINCT 140010,NEW LIFE UNITED METHODIST CHUR,"1105 NW 27, MOORE, OK 73160"
CLEVELAND,CLEVELAND,140015,CLEVELAND COUNTY PRECINCT 140015,ALAMEDA CHURCH OF CHRIST,"801 ALAMEDA ST., NORMAN, OK 73071"
CLEVELAND,CLEVELAND,140019,CLEVELAND COUNTY PRECINCT 140019,BERRY ROAD BAPTIST CHURCH,"500 N BERRY ROAD, NORMAN, OK 73069"
CLEVELAND,CLEVELAND,140047,CLEVELAND COUNTY PRECINCT 140047,ST. ANDREWS CATHOLIC CHURCH,"800 NW 5 ST, MOORE, OK 73160"
CLEVELAND,CLEVELAND,140048,CLEVELAND COUNTY PRECINCT 140048,SOUTHGATE BAPTIST CHURCH,"740 SW 4TH ST, MOORE, OK 73160"
CLEVELAND,CLEVELAND,140050,CLEVELAND COUNTY PRECINCT 140050,HOLY CROSS LUTHERAN CHURCH,"1441 SW 104, OKLAHOMA CITY, OK 73159"
CLEVELAND,CLEVELAND,140053,CLEVELAND COUNTY PRECINCT 140053,SAVANNAH RIDGE APT. CLUBHOUSE,"4701 W. HERITAGE PLACE, NORMAN, OK 73072"
CLEVELAND,CLEVELAND,140054,CLEVELAND COUNTY PRECINCT 140054,REGENCY PARK BAPTIST CHURCH,"2001 N. JANEWAY, MOORE, OK 73160"
CLEVELAND,CLEVELAND,140068,CLEVELAND COUNTY PRECINCT 140068,COBBLESTONE CREEK CLUB HOUSE,"1350 COBBLESTONE CRK DR, NORMAN, OK 73072"
CLEVELAND,CLEVELAND,140081,CLEVELAND COUNTY PRECINCT 140081,ALAMEDA BAPTIST CHURCH,"1503 E ALAMEDA ST., NORMAN, OK 73071"
COAL,COAL,150003,COAL COUNTY PRECINCT 150003,CENTRAHOMA COMMUNITY BUILDING,"201 BROADWAY STREET, CENTRAHOMA, OK 74534"
COAL,COAL,150009,COAL COUNTY PRECINCT 150009,CLARITA COMMUNITY BUILDING,"RT 5 BOX 570, COALGATE, OK 74538"
COMANCHE,COMANCHE,160017,COMANCHE COUNTY PRECINCT 160017,CALVARY ASSEMBLY OF GOD,"2402 NW BELL, LAWTON, OK 73505"
COMANCHE,COMANCHE,160034,COMANCHE COUNTY PRECINCT 160034,CHURCH OF CHRIST AT PARK LANE,"4906 SE AVALON LANE, LAWTON, OK 73501"
COMANCHE,COMANCHE,160038,COMANCHE COUNTY PRECINCT 160038,ELGIN HIGH SCHOOL GYM,"521 J ST, ELGIN, OK 73538"
COMANCHE,COMANCHE,160042,COMANCHE COUNTY PRECINCT 160042,FIRST BAPTIST CHURCH - CACHE,"4TH & E ST, CACHE, OK 73527"
COMANCHE,COMANCHE,160046,COMANCHE COUNTY PRECINCT 160046,CHATTANOOGA CIVIC CENTER,"305 3 ST, CHATTANOOGA, OK 73528"
CREEK,CREEK,190112,CREEK COUNTY PRECINCT 190112,BEAMS OF LIGHT CHURCH,"1831 S. WATER, SAPULPA, OK 74066"
CREEK,CREEK,190421,CREEK COUNTY PRECINCT 190421,OAKRIDGE BAPTIST CHURCH,"6103 S 44 WEST AVE, TULSA, OK 74132"
CUSTER,CUSTER,200013,CUSTER COUNTY PRECINCT 200013,CUSTER CITY TOWN HALL,"644 MAIN, CUSTER CITY, OK 73639"
CUSTER,CUSTER,200020,CUSTER COUNTY PRECINCT 200020,LIFE FELLOWSHIP CHURCH,"1709 N. LYLE RD., WEATHERFORD, OK 73096"
DELAWARE,DELAWARE,210001,DELAWARE COUNTY PRECINCT 210001,GRACE POINT METHODIST CHURCH,"451154 E 295 RD, CLEORA, OK 74331"
DELAWARE,DELAWARE,210006,DELAWARE COUNTY PRECINCT 210006,COWSKIN FIRE DEPARTMENT #1,"25801 S 655 RD, GROVE, OK 74344"
DELAWARE,DELAWARE,210012,DELAWARE COUNTY PRECINCT 210012,ZENA COMMUNITY CENTER,"36000 S 575 RD, JAY, OK 74346"
DELAWARE,DELAWARE,210017,DELAWARE COUNTY PRECINCT 210017,EUCHA COMMUNITY CENTER,"7052 E 432 RD, EUCHA, OK 74342"
DELAWARE,DELAWARE,210023,DELAWARE COUNTY PRECINCT 210023,WEST SILOAM SPRINGS FIRE DEPT,"292 N4700 RD, 292 NEW LIFE RANCH DR, WEST SILOAM SPRING, OK 74338"
DEWEY,DEWEY,220004,DEWEY COUNTY PRECINCT 220004,CAMARGO COMMUNITY CENTER,"106 N. 4TH ST., CAMARGO, OK 73835"
GARFIELD,GARFIELD,240105,GARFIELD COUNTY PRECINCT 240105,ENID FREE METHODIST CHURCH,"1114 HITE BLVD, ENID, OK 73703"
GARVIN,GARVIN,250001,GARVIN COUNTY PRECINCT 250001,BILL MITCHELL COMPLEX,"308 SW 2ND, LINDSAY, OK 73052"
GARVIN,GARVIN,250015,GARVIN COUNTY PRECINCT 250015,DONIHOO-COLLEY COMPLEX,"300 MELVILLE DRIVE, PAULS VALLEY, OK 73075"
GARVIN,GARVIN,250016,GARVIN COUNTY PRECINCT 250016,TRUCKS UNLIMITED,"35641 HWY 29, WYNNEWOOD, OK 73098"
GRADY,GRADY,260001,GRADY COUNTY PRECINCT 260001,FIRST CHURCH OF THE NAZARENE,"1300 S 29, CHICKASHA, OK 73018"
GRADY,GRADY,260009,GRADY COUNTY PRECINCT 260009,BANK S.N.B,"500 W GRAND AVE, CHICKASHA, OK 73018"
GRADY,GRADY,260025,GRADY COUNTY PRECINCT 260025,SHARON BAPTIST CHURCH,"2414 HWY 92, ACROSS FROM FRIEND SCHOOL, CHICKASHA, OK 73018"
GRADY,GRADY,260027,GRADY COUNTY PRECINCT 260027,SONRISE BAPTIST CHURCH,"1836 HWY 81, CHICKASHA, OK 73018"
GRADY,GRADY,260031,GRADY COUNTY PRECINCT 260031,TABLER GOSPEL TABERNACLE CHURC,"9 MI E ON HWY 39, S SIDE OF HY, CHICKASHA, OK 73018"
GRADY,GRADY,260033,GRADY COUNTY PRECINCT 260033,NORGE TOWN HALL,"2165 N 5, NORGE, OK 73108"
GRANT,GRANT,270026,GRANT COUNTY PRECINCT 270026,LAMONT TOWN HALL,"123 N. MAIN, LAMONT, OK 74643"
GREER,GREER,280106,GREER COUNTY PRECINCT 280106,CHURCH OF CHRIST,"401 E LINCOLN, MANGUM, OK 73554"
GREER,GREER,280302,GREER COUNTY PRECINCT 280302,REED COMMUNITY BUILDING,"NORTH OF HWY 9 ON REED, MANGUM, OK 73554"
HARMON,HARMON,290102,HARMON COUNTY PRECINCT 290102,CATHOLIC CHURCH,"504 E CHESTNUT, HOLLIS, OK 73550"
HARMON,HARMON,290201,HARMON COUNTY PRECINCT 290201,HARMON COUNTY COURTHOUSE,"114 WEST HOLLIS, HOLLIS, OK 73550"
HARPER,HARPER,300303,HARPER COUNTY PRECINCT 300303,HARPER CO. DIST. #3 FIRE DEPT.,"HARPER CO. DIST. #3 FIRE DEPT., SELMAN, OK 73834"
JACKSON,JACKSON,330018,JACKSON COUNTY PRECINCT 330018,ELDORADO COMMUNITY CENTER,"515 W. MAIN, ELDORADO, OK 73537"
JACKSON,JACKSON,330023,JACKSON COUNTY PRECINCT 330023,MARTHA TOWN HALL,"105 E. CHURCH STREET, MARTHA, OK 73556"
JEFFERSON,JEFFERSON,340005,JEFFERSON COUNTY PRECINCT 340005,WAURIKA SENIOR CITIZEN CENTER,"108 SOUTH MAIN, WAURIKA, OK 73573"
JOHNSTON,JOHNSTON,350003,JOHNSTON COUNTY PRECINCT 350003,CHICKASAW NATION GYMNASIUM,"907 DORMITORY RD, TISHOMINGO, OK 73460"
JOHNSTON,JOHNSTON,350009,JOHNSTON COUNTY PRECINCT 350009,CONNERVILLE COMMUNITY CENTER,"7116 US HWY 377N, CONNERVILLE, OK 74836"
JOHNSTON,JOHNSTON,350012,JOHNSTON COUNTY PRECINCT 350012,COLEMAN COMMUNITY CENTER,"506 W. MAIN ST, COLEMAN, OK 73432"
KAY,KAY,360101,KAY COUNTY PRECINCT 360101,METHODIST CHURCH FAMILY CENTER,"103 N 4TH , TONKAWA, OK 74653"
KAY,KAY,360532,KAY COUNTY PRECINCT 360532,WOODLAND CHRISTIAN CHURCH,"1400 E HARTFORD AVE, PONCA CITY, OK 74604"
KAY,KAY,360535,KAY COUNTY PRECINCT 360535,1ST ASSEMBLY OF GOD,"2313 E. PROSPECT, PONCA CITY, OK 74604"
KINGFISHER,KINGFISHER,370101,KINGFISHER COUNTY PRECINCT 370101,KINGFISHER MEMORIAL LIBRARY,"505 W. WILL ROGERS DR., KINGFISHER, OK 73750"
KINGFISHER,KINGFISHER,370106,KINGFISHER COUNTY PRECINCT 370106,ERVIN/JANET YOUNG RESIDENCE,"18656 E 770 RD, DOVER, OK 73734"
KINGFISHER,KINGFISHER,370203,KINGFISHER COUNTY PRECINCT 370203,CENTRAL BAPTIST CHURCH,"12025 N 2950 RD, DOVER, OK 73734"
KIOWA,KIOWA,380004,KIOWA COUNTY PRECINCT 380004,HOBART SCHOOL ADM. BLDG.,"321 N JEFFERSON, HOBART, OK 73651"
KIOWA,KIOWA,380011,KIOWA COUNTY PRECINCT 380011,LONE WOLF SENIOR CITIZEN,"1101 MAIN ST., LONE WOLF, OK 73655"
LATIMER,LATIMER,390009,LATIMER COUNTY PRECINCT 390009,OKLAHOMA VETERANS CENTER,"10014 SE 1138 AVE, TALIHINA, OK 74571"
LEFLORE,LEFLORE,400205,LEFLORE COUNTY PRECINCT 400205,COURTHOUSE ANNEX,"103 N. CHURCH ST-POTEAU, POTEAU, OK 74953"
LEFLORE,LEFLORE,400302,LEFLORE COUNTY PRECINCT 400302,PRAIRIE GROVE BAPTIST CHURCH,"STATE HWY 63, WHITESBORO, OK 74977"
LEFLORE,LEFLORE,400312,LEFLORE COUNTY PRECINCT 400312,HODGEN FIRST BAPTIST CHURCH,"20499 CHURCH RD- HODGEN, HODGEN, OK 74939"
LINCOLN,LINCOLN,410003,LINCOLN COUNTY PRECINCT 410003,DAVENPORT TOWN HALL,"214 BROADWAY, DAVENPORT, OK 74026"
LOGAN,LOGAN,420103,LOGAN COUNTY PRECINCT 420103,OAK CLIFF FIRE STATION #2,"12037 S. SANTA FE, EDMOND, OK 73025"
LOGAN,LOGAN,420301,LOGAN COUNTY PRECINCT 420301,MARSHALL TOWN HALL,"204 EAST MAIN, MARSHALL, OK 73056"
LOGAN,LOGAN,420310,LOGAN COUNTY PRECINCT 420310,WESLEY FOUNDATION AT LANGSTON,"777 SAMMY DAVIS JR., LANGSTON, OK 73050"
LOVE,LOVE,430204,LOVE COUNTY PRECINCT 430204,MARIETTA FIRST BAPTIST CHURCH,"402 W. MAIN, MARIETTA, OK 73448"
LOVE,LOVE,430312,LOVE COUNTY PRECINCT 430312,ENVILLE COMMUNITY CHURCH,"HWY 32 EAST, MARIETTA, OK 73448"
LOVE,LOVE,430313,LOVE COUNTY PRECINCT 430313,EASTMAN BAPTIST CHURCH,"4.5 MI. NORTH OF HWY 32, EASTMAN ROAD, MARIETTA, OK 73448"
MCCLAIN,MCCLAIN,440006,MCCLAIN COUNTY PRECINCT 440006,MCCLAIN CO. COMMUNITY CENTER,"1721 HARDCASTLE BLVD, PURCELL, OK 73080"
MCCLAIN,MCCLAIN,440009,MCCLAIN COUNTY PRECINCT 440009,HORIZON POINTE CHURCH,"2945 SE 44TH ST, NORMAN, OK 73072"
MCCLAIN,MCCLAIN,440013,MCCLAIN COUNTY PRECINCT 440013,NEWCASTLE FIRST BAPTIST CHURCH,"1650 N MAIN ST, NEWCASTLE, OK 73065"
MCCLAIN,MCCLAIN,440014,MCCLAIN COUNTY PRECINCT 440014,TRI CITY COWBOY CHURCH,"3209 NW 32 ST,  , NEWCASTLE, OK 73065"
MCCLAIN,MCCLAIN,440015,MCCLAIN COUNTY PRECINCT 440015,WOODLAND HILLS BAPTIST CH,"313 STATE HWY 76, NEWCASTLE, OK 73065"
MCCLAIN,MCCLAIN,440024,MCCLAIN COUNTY PRECINCT 440024,MEMORIAL ASSEMBLY OF GOD CH,"701 W MONROE ST, PURCELL, OK 73080"
MCCURTAIN,MCCURTAIN,450015,MCCURTAIN COUNTY PRECINCT 450015,GOODWATER COMMUNITY CENTER,"GOODWATER COMMUNITY, HAWORTH, OK 74740"
MCCURTAIN,MCCURTAIN,450019,MCCURTAIN COUNTY PRECINCT 450019,CHURCH OF CHRIST -BBOW,"508 N. COSTILOW, BROKEN BOW, OK 74728"
MCCURTAIN,MCCURTAIN,450025,MCCURTAIN COUNTY PRECINCT 450025,SMITHVILLE SCHOOL BUILDING,"SMITHVILLE COMMUNITY, SMITHVILLE, OK 74957"
MCCURTAIN,MCCURTAIN,450027,MCCURTAIN COUNTY PRECINCT 450027,BATTIEST SCHOOL BUILDING,"BATTIEST COMMUNITY, BATTIEST, OK 74722"
MCCURTAIN,MCCURTAIN,450033,MCCURTAIN COUNTY PRECINCT 450033,MCCURTAIN CO. RURAL WATER DEPT,"101 E. WILLIAMS, GARVIN, OK 74736"
MCINTOSH,MCINTOSH,460103,MCINTOSH COUNTY PRECINCT 460103,CHECOTAH SENIOR CITIZEN CENTER,"611 N BROADWAY, CHECOTAH, CHECOTAH, OK 74426"
MARSHALL,MARSHALL,480105,MARSHALL COUNTY PRECINCT 480105,LEBANON COMMUNITY CENTER,"10905 RED RIVER AVENUE, LEBANON, OK 73440"
MAYES,MAYES,490014,MAYES COUNTY PRECINCT 490014,STRANG COMMUNITY CENTER,"BROADWAY ST, STRANG, OK 74367"
MAYES,MAYES,490022,MAYES COUNTY PRECINCT 490022,UNITED METHODIST CHURCH,"104 S HAYDEN ST, CHOUTEAU, OK 74337"
MAYES,MAYES,490122,MAYES COUNTY PRECINCT 490122,PRYOR FREEWILL BAPTIST CHURCH,"107 S. ORA ST, PRYOR, OK 74361"
MAYES,MAYES,490242,MAYES COUNTY PRECINCT 490242,HERITAGE SOUTHERN BAP CHURCH,"1201 S ELLIOTT ST, PRYOR, OK 74361"
MURRAY,MURRAY,500004,MURRAY COUNTY PRECINCT 500004,SHEPHERD OF THE HILLS,"1.5 MI W HWY 7, SULPHUR, OK 73086"
MURRAY,MURRAY,500005,MURRAY COUNTY PRECINCT 500005,DAVIS PUBLIC LIBRARY,"209 E BENTON, DAVIS, OK 73030"
MURRAY,MURRAY,500012,MURRAY COUNTY PRECINCT 500012,JOY BAPTIST CHURCH,"JOY BAPTIST CHURCH, HWY 77, JOY, OK 73072"
MURRAY,MURRAY,500017,MURRAY COUNTY PRECINCT 500017,HICKORY SENIOR CITIZENS,"13 MI E/N OF SULPHUR, SULPHUR, OK 73086"
MUSKOGEE,MUSKOGEE,510005,MUSKOGEE COUNTY PRECINCT 510005,BETHANY PRESBYTERIAN CHURCH,"2000 HASKELL BLVD, MUSKOGEE, OK 74403"
MUSKOGEE,MUSKOGEE,510051,MUSKOGEE COUNTY PRECINCT 510051,COUNCIL HILL COMMUNITY CENTER,"HWY 72 & MAIN ST, COUNCIL HILL, OK 74428"
MUSKOGEE,MUSKOGEE,510056,MUSKOGEE COUNTY PRECINCT 510056,WARNER ASSEMBLY OF GOD CHURCH,"206 3RD ST., WARNER, OK 74469"
MUSKOGEE,MUSKOGEE,510059,MUSKOGEE COUNTY PRECINCT 510059,WARNER ASSEMBLY OF GOD CHURCH,"206 3RD ST., WARNER, OK 74469"
NOWATA,NOWATA,530204,NOWATA COUNTY PRECINCT 530204,LENAPAH SENIOR CENTER,"CITY OF LENAPAH, LENAPAH, OK 74042"
NOWATA,NOWATA,530301,NOWATA COUNTY PRECINCT 530301,CITY OF SOUTH COFFEYVILLE,"CORNER OF BROADWAY AND, SHAWNEE, SO. C'VILLE, OK 74072"
NOWATA,NOWATA,530302,NOWATA COUNTY PRECINCT 530302,10-33,"321 E CHEROKEE, NOWATA, OK 74048"
OKFUSKEE,OKFUSKEE,540210,OKFUSKEE COUNTY PRECINCT 540210,BEARDEN ELEMENTARY SCHOOL,"372006 HWY 48, OKEMAH, OK 74859"
OKFUSKEE,OKFUSKEE,540311,OKFUSKEE COUNTY PRECINCT 540311,PHAROAH BAPTIST CHURCH,"387043 E 1100 RD, WELEETKA, OK 74880"
OKLAHOMA,OKLAHOMA,550005,OKLAHOMA COUNTY PRECINCT 550005,MARANATHA BAPTIST CHURCH,"2800 N DIVIS, BETHANY, OK 73008"
OKLAHOMA,OKLAHOMA,550011,OKLAHOMA COUNTY PRECINCT 550011,ST CHARLES BORROMEO CH & SCH,"5024 N GROVE AVE, OKLAHOMA CITY, OK 73122"
OKLAHOMA,OKLAHOMA,550020,OKLAHOMA COUNTY PRECINCT 550020,HARRAH CHURCH,"101 S DOBBS RD, HARRAH, OK 73045"
OKLAHOMA,OKLAHOMA,550023,OKLAHOMA COUNTY PRECINCT 550023,CHOCTAW CHURCH OF THE NAZARENE,"NE 10TH ST & HARPER RD, CHOCTAW, OK 73020"
OKLAHOMA,OKLAHOMA,550029,OKLAHOMA COUNTY PRECINCT 550029,DEL VIEW BAPTIST CHURCH,"2500 S BRYANT, DEL CITY, OK 73115"
OKLAHOMA,OKLAHOMA,550031,OKLAHOMA COUNTY PRECINCT 550031,DEL CITY COMMUNITY CENTER,"4505 SE 15TH ST, DEL CITY, OK 73155"
OKLAHOMA,OKLAHOMA,550034,OKLAHOMA COUNTY PRECINCT 550034,NORTH POINTE BAPTIST CHURCH,"5300 NW 220TH, EDMOND, OK 73025"
OKLAHOMA,OKLAHOMA,550042,OKLAHOMA COUNTY PRECINCT 550042,EDMOND SCHOOL ADMINISTRATION,"1001 W DANFORTH RD, EDMOND, OK 73034"
OKLAHOMA,OKLAHOMA,550070,OKLAHOMA COUNTY PRECINCT 550070,HARRAH SCHOOL ADMINISTRATION,"20670 WALKER ST, HARRAH, OK 73045"
OKLAHOMA,OKLAHOMA,550071,OKLAHOMA COUNTY PRECINCT 550071,SEVENTH DAY ADVENTIST CHURCH,"18501 NE 63RD ST, HARRAH, OK 73045"
OKLAHOMA,OKLAHOMA,550072,OKLAHOMA COUNTY PRECINCT 550072,JONES COMMUNITY CENTER,"120 W ATLANTA ST, JONES, OK 73049"
OKLAHOMA,OKLAHOMA,550076,OKLAHOMA COUNTY PRECINCT 550076,CIVIC CLUB COMMUNITY CENTER,"18120 HOGBACK RD, LUTHER, OK 73054"
OKLAHOMA,OKLAHOMA,550088,OKLAHOMA COUNTY PRECINCT 550088,MIDWEST BOULEVARD CHRISTIAN CH,"320 MIDWEST BLVD, MIDWEST CITY, OK 73110"
OKLAHOMA,OKLAHOMA,550093,OKLAHOMA COUNTY PRECINCT 550093,EASTWOOD BAPTIST CHURCH,"12251 E RENO AVE, MIDWEST CITY, OK 73130"
OKLAHOMA,OKLAHOMA,550105,OKLAHOMA COUNTY PRECINCT 550105,VILLAGE CHRISTIAN CHURCH,"9401 N RIDGEVIEW DR, OKLAHOMA CITY, OK 73120"
OKLAHOMA,OKLAHOMA,550107,OKLAHOMA COUNTY PRECINCT 550107,JONES ASSEMBLY OF GOD CHURCH,"5TH ST AND SULLIVAN ST, JONES, OK 73049"
OKLAHOMA,OKLAHOMA,550109,OKLAHOMA COUNTY PRECINCT 550109,OAKDALE BAPTIST CHURCH,"10920 N SOONER RD, OKLAHOMA CITY, OK 73013"
OKLAHOMA,OKLAHOMA,550118,OKLAHOMA COUNTY PRECINCT 550118,BRITTON CHRISTIAN CHURCH,"922 N.W. 91ST, OKLAHOMA CITY, OK 73114"
OKLAHOMA,OKLAHOMA,550127,OKLAHOMA COUNTY PRECINCT 550127,LORD OF LIFE LUTHERAN CHURCH,"15400 N WESTERN AVE, EDMOND, OK 73013"
OKLAHOMA,OKLAHOMA,550128,OKLAHOMA COUNTY PRECINCT 550128,QUAIL SPRINGS UNITED METHODIST,"14617 N. PENNSYLVANIA AVE, OKLAHOMA CITY, OK 73134"
OKLAHOMA,OKLAHOMA,550137,OKLAHOMA COUNTY PRECINCT 550137,OAK HILLS CHURCH,"2720 NW 178TH ST, OKLAHOMA CITY, OK 73012"
OKLAHOMA,OKLAHOMA,550140,OKLAHOMA COUNTY PRECINCT 550140,CHURCH OF THE SERVANT,"14343 N MACARTHUR BLVD, OKLAHOMA CITY, OK 73142"
OKLAHOMA,OKLAHOMA,550161,OKLAHOMA COUNTY PRECINCT 550161,CHEROKEE HILLS BAPTIST CHURCH,"5700 NW 63RD, OKLAHOMA CITY, OK 73132"
OKLAHOMA,OKLAHOMA,550166,OKLAHOMA COUNTY PRECINCT 550166,PLUMBERS AND PIPEFITTERS #344,"4335 SW 44TH ST, OKLAHOMA CITY, OK 73119"
OKLAHOMA,OKLAHOMA,550168,OKLAHOMA COUNTY PRECINCT 550168,FAITH TABERNACLE ASSEM OF GOD,"800 S PORTLAND AVE, OKLAHOMA CITY, OK 73108"
OKLAHOMA,OKLAHOMA,550179,OKLAHOMA COUNTY PRECINCT 550179,MAYFLOWER CONGREGATIONAL CH,"3901 NW 63RD ST, OKLAHOMA CITY, OK 73116"
OKLAHOMA,OKLAHOMA,550189,OKLAHOMA COUNTY PRECINCT 550189,FAITH TABERNACLE ASSEM OF GOD,"800 S PORTLAND AVE, OKLAHOMA CITY, OK 73108"
OKLAHOMA,OKLAHOMA,550197,OKLAHOMA COUNTY PRECINCT 550197,FORTIETH STREET BAPTIST CH,"1801 NW 40TH ST, OKLAHOMA CITY, OK 73118"
OKLAHOMA,OKLAHOMA,550213,OKLAHOMA COUNTY PRECINCT 550213,SACRED HEART CHURCH,"2706 S SHARTEL AVE, OKLAHOMA CITY, OK 73109"
OKLAHOMA,OKLAHOMA,550237,OKLAHOMA COUNTY PRECINCT 550237,COMMUNITY OF FAITH CHURCH,"1815 S CENTRAL AVE, OKLAHOMA CITY, OK 73165"
OKLAHOMA,OKLAHOMA,550238,OKLAHOMA COUNTY PRECINCT 550238,CROOKED OAK SCHOOL,"1450 S EASTERN AVE, OKLAHOMA CITY, OK 73129"
OKMULGEE,OKMULGEE,560002,OKMULGEE COUNTY PRECINCT 560002,OKMULGEE MIDDLE SCHOOL,"1421 E MARTIN LUTHER KING DR, OKMULGEE, OK 74447"
OKMULGEE,OKMULGEE,560010,OKMULGEE COUNTY PRECINCT 560010,BAPTIST VILLAGE CENTER,"1500 W 6 ST, OKMULGEE, OK 74447"
OKMULGEE,OKMULGEE,560018,OKMULGEE COUNTY PRECINCT 560018,1ST METHODIST CHURCH HENRYETTA,"1212 S LAKE RD, HENRYETTA, OK 74437"
OSAGE,OSAGE,570109,OSAGE COUNTY PRECINCT 570109,OSAGE HILLS SCHOOL,"225 CR 2706 RD, BARTLESVILLE, OK 74003"
OTTAWA,OTTAWA,580023,OTTAWA COUNTY PRECINCT 580023,QUAPAW CITY HALL,"410 SOUTH MAIN, QUAPAW, OK 74363"
PAWNEE,PAWNEE,590314,PAWNEE COUNTY PRECINCT 590314,TERLTON SENIOR CITIZENS CENTER,"128 W MAIN ST, TERLTON, OK 74081"
PAYNE,PAYNE,600005,PAYNE COUNTY PRECINCT 600005,LAKESIDE GOLF COURSE,"5201 N. WASHINGTON, STILLWATER, OK 74075"
PAYNE,PAYNE,600010,PAYNE COUNTY PRECINCT 600010,HILLCREST BAPTIST CHURCH,"902 N. WASHINGTON, STILLWATER, OK 74075"
PAYNE,PAYNE,600014,PAYNE COUNTY PRECINCT 600014,HILLCREST BAPTIST CHURCH,"902 N. WASHINGTON, STILLWATER, OK 74075"
PAYNE,PAYNE,600015,PAYNE COUNTY PRECINCT 600015,STILLWATER ELKS LODGE,"202 E. MCELROY, STILLWATER, OK 74075-3800"
PAYNE,PAYNE,600016,PAYNE COUNTY PRECINCT 600016,MERIDIAN TECHNOLOGY CENTER,"1312 S SANGRE RD, STILLWATER, OK 74074"
PAYNE,PAYNE,600103,PAYNE COUNTY PRECINCT 600103,OAK STREET BAPTIST CHURCH,"1442 E. OAK, CUSHING, OK 74023"
PAYNE,PAYNE,600301,PAYNE COUNTY PRECINCT 600301,VASSAR COMMUNITY CENTER,"750 N. MAIN ST, PERKINS, OK 74059"
PAYNE,PAYNE,600404,PAYNE COUNTY PRECINCT 600404,PAYNE CTY. EXPO CENTER,"4518 EXPO DRIVE, STILLWATER, OK 74074"
PAYNE,PAYNE,600408,PAYNE COUNTY PRECINCT 600408,PAYNE CTY. EXPO CENTER,"4518 EXPO DRIVE, STILLWATER, OK 74074"
PITTSBURG,PITTSBURG,610005,PITTSBURG COUNTY PRECINCT 610005,AMERICAN LEGION,"400 S 2, MC ALESTER, OK 74501"
