county_name,precinct_id,precinct_name,name,address
MONTGOMERY COUNTY,0403,403 - PRECINCT D-3,BETHEL UNITED METHODIST CHURCH,1060 Lovely Mount Dr
MONTGOMERY COUNTY,0404,404 - PRECINCT D-4,ABUNDANT LIFE FELLOWSHIP,4491 Old Pike Rd
MONTGOMERY COUNTY,0405,405 - PRECINCT D-5,CHRISTIANSBURG MIDDLE SCHOOL,1205 Buffalo Drive
MONTGOMERY COUNTY,0501,501 - PRECINCT E-1,ST MICHAEL LUTHERAN CHURCH,2308 Merrimac Rd
MONTGOMERY COUNTY,0502,502 - PRECINCT E-2,LONGSHOP MCCOY FIRE DEPARTMENT,5770 McCoy Rd
MONTGOMERY COUNTY,0503,503 - PRECINCT E-3,COMMONWEALTH BALLROOM,290 College Ave
MONTGOMERY COUNTY,0601,601 - PRECINCT F-1,LUTHER MEMORIAL LUTHERN CHURCH,600 Prices Fork Rd
MONTGOMERY COUNTY,0602,602 - PRECINCT F-2,BLACKSBURG MIDDLE SCHOOL,3109 Prices Fork Rd
MONTGOMERY COUNTY,0603,603 - PRECINCT F-3,Squires Student Center - F3,290 College Avenue
MONTGOMERY COUNTY,0701,701 - PRECINCT G-1,BLACKSBURG COMMUNITY CENTER,725 Patrick Henry Dr
MONTGOMERY COUNTY,0702,702 - PRECINCT G-2,GILBERT LINKOUS ELEMENTARY SCH,813 Toms Creek Rd
NELSON COUNTY,0101,101 - ROCKFISH,ROCKFISH VALLEY FIRE DEPT BLDG,11100 ROCKFISH VALLEY HIGHWAY
NELSON COUNTY,0201,201 - LOVINGSTON,LOVINGSTON FIRE DEPT BUILDING,53 BAKER LANE
NELSON COUNTY,0202,202 - SCHUYLER,WALTONS MTN COMMUNITY CENTER,6484 Rockfish River Rd
NELSON COUNTY,0301,301 - SHIPMAN,CARRIAGE HOUSE AT OAK RIDGE,2383 Oak Ridge Road
NELSON COUNTY,0302,302 - GLADSTONE,GLADSTONE RESCUE SQUAD BLDG,8834 RICHMOND HIGHWAY
NELSON COUNTY,0402,402 - MONTEBELLO,MONTEBELLO FIRE DEPARTMENT,119 FORK MOUNTAIN LANE
NELSON COUNTY,0501,501 - FABER,NELSON CO RESCUE SQUAD BLDG,8301 IRISH ROAD
NELSON COUNTY,0502,502 - NELLYSFORD,TUCKAHOE CLUBHOUSE,37 STONE ORCHARD DR
NEW KENT COUNTY,0102,102 - TUNSTALL,HOPEWELL CHURCH,5061 Hopewell Rd
NEW KENT COUNTY,0103,103 - SOUTHERN BRANCH,PROVIDENCE UNITED METHODIST CH,4001 New Kent Hwy
NEW KENT COUNTY,0201,201 - QUINTON,ST ELIZABETH ANN SETON CHURCH,2631 Pocahontas Trl
NEW KENT COUNTY,0202,202 - KENTWOOD,KENTWOOD HEIGHTS BAPTIST CHURC,2607 New Kent Hwy
NEW KENT COUNTY,0301,301 - WATKINS,GEORGE W WATKINS ELEM SCHOOL,6501 New Kent Hwy
NEW KENT COUNTY,0302,302 - CUMBERLAND,NEW ELAM BAPTIST CHURCH,8101 Cumberland Rd
NEW KENT COUNTY,0401,401 - PROVIDENCE FORGE,PF RECREATION ASSOCIATION BLDG,9900 CARRIAGE RD
NEW KENT COUNTY,0403,403 - MOUNTCASTLE,MT CALVARY CHURCH INTERNATIONAL,5200 Mountcastle Rd
NEW KENT COUNTY,0501,501 - ELTHAM,WHITMORE CHEV OLDS PONTIAC CO,18833 Eltham Rd
NEW KENT COUNTY,0502,502 - CHICKAHOMINY RIVER,EBENEZER BAPTIST CHURCH,14410 ROCKAHOCK RD
NORTHAMPTON COUNTY,0101,101 - PRECINCT 1-1,TRINITY UMC FELLOWSHIP HALL,410 TAZEWELL AVE
NORTHAMPTON COUNTY,0201,201 - PRECINCT 2-1,CHERITON UNITED METHODIST FELLOWSHIP HALL,21309 SOUTH BAYSIDE RD
NORTHAMPTON COUNTY,0301,301 - PRECINCT 3-1,FIRE & RESCUE NASSAWADOX,10239 PINE AVE
NORTHAMPTON COUNTY,0401,401 - PRECINCT 4-1,JOHNSON'S UNITED METHODIST SOCIAL HALL,11175 Bayside Rd
NORTHAMPTON COUNTY,0501,501 - PRECINCT 5-1,EXMORE FIRE STATION,3356 MAIN STREET
NORTHUMBERLAND COUNTY,0101,101 - 1A,CALLAO VOL FIRE DEPT BUILDING,314 NORTHUMBERLAND HIGHWAY
NORTHUMBERLAND COUNTY,0201,201 - 2A,ST STEPHENS EPISCOPAL CHURCH,6807 Northumberland Hwy
NORTHUMBERLAND COUNTY,0301,301 - 3A,LIGHT OF CHRIST ANGLICAN CHURCH,9500 Northumberland Hwy
NORTHUMBERLAND COUNTY,0401,401 - 4A,WICOMICO PARISH CHURCH,5149 Jessie Dupont Mem Hwy
NORTHUMBERLAND COUNTY,0501,501 - 5A,FAIRFIELDS VOL FIRE DEPT BLDG,119 Main St
NOTTOWAY COUNTY,0101,101 - PRECINCT 1-1,BURKEVILLE FIRE DEPARTMENT,503 Namozine St
NOTTOWAY COUNTY,0102,102 - PRECINCT 1-2,NOTTOWAY GENL DIST COURT BLDG,328 W Courthouse Rd
NOTTOWAY COUNTY,0201,201 - PRECINCT 2-1,CREWE LIBRARY & CONFERENCE CTR,414 Tyler St
NOTTOWAY COUNTY,0202,202 - PRECINCT 2-2,Nottoway Civic League,1010 Mt. Nebo Road
NOTTOWAY COUNTY,0301,301 - PRECINCT 3-1,CREWE PRIMARY SCHOOL,1953 Sunnyside Rd
NOTTOWAY COUNTY,0302,302 - PRECINCT 3-2,AMELIA-NOTTOWAY VOCATIONAL SCH,148 Votech Rd
NOTTOWAY COUNTY,0401,401 - PRECINCT 4-1,BLACKSTONE PRIMARY SCHOOL,615 EAST STREET
NOTTOWAY COUNTY,0402,402 - PRECINCT 4-2,BELLEFONTE GRANGE BUILDING,2117 ROCKY HILL ROAD
NOTTOWAY COUNTY,0501,501 - PRECINCT 5-1,THE POLICE DEPARTMENT,101 W Elm St
ORANGE COUNTY,0101,101 - ONE WEST,BARBOURSVILLE FIRE HOUSE,5251 Spotswood Trl
ORANGE COUNTY,0102,102 - ONE EAST,GORDONSVILLE FIRE HOUSE,301 East Baker St.
ORANGE COUNTY,0201,201 - TWO WEST,LIGHTFOOT ELEMENTARY SCHOOL,11360 Zachary Taylor Hwy
ORANGE COUNTY,0202,202 - TWO EAST,MINE RUN FIRE DEPARTMENT,31077 Old Plank Rd
ORANGE COUNTY,0301,301 - THREE WEST,PROSPECT HEIGHTS MIDDLE SCHOOL,202 DAILEY Drive
ORANGE COUNTY,0302,302 - THREE EAST,UNIONVILLE ELEMENTARY SCHOOL,10285 Zachary Taylor Hwy
ORANGE COUNTY,0401,401 - FOUR WEST,LOCUST GROVE PRIMARY SCHOOL,31230 Constitution Hwy
ORANGE COUNTY,0402,402 - FOUR EAST,LOCUST GROVE MIDDLE SCHOOL,6368 Flat Run Rd.
ORANGE COUNTY,0501,501 - FIVE SOUTH,LAKE OF THE WOODS CLUBHOUSE,102 Lakeview Pkwy
ORANGE COUNTY,0502,502 - FIVE NORTH,LAKE OF THE WOODS COMMUNITY CENTER,110 Sweetbriar Park Rd.
PAGE COUNTY,0101,101 - WEST LURAY,Springfield Elementary School,158 Big Spring Lane
PAGE COUNTY,0201,201 - EAST LURAY, LURAY VFW POST 621,218 Veterans Ln
PAGE COUNTY,0301,301 - MARKSVILLE,STANLEY FIRE HOUSE,190 E Main St
PAGE COUNTY,0401,401 - NEWPORT,Stanley Elementary School,306 Aylor Grubbs Ave
PAGE COUNTY,0501,501 - SHENANDOAH,SHENANDOAH VFW POST 8613,1103 Varina Ave
PATRICK COUNTY,0101,101 - ARARAT,ARARAT RURITAN BUILDING,4711 Ararat Hwy
PATRICK COUNTY,0102,102 - CLAUDVILLE,CLAUDVILLE COMMUNITY BUILDING,1828 RED BANK SCHOOL RD
PATRICK COUNTY,0103,103 - WILLIS GAP,WILLIS GAP COMMUNITY CENTER,144 The Hollow Rd
PATRICK COUNTY,0201,201 - DRY POND,PETERS CREEK COMMUNITY BLDG,2130 Dry Pond Hwy
PATRICK COUNTY,0202,202 - PATRICK SPRINGS,PATRICK SPRINGS FIRE STATION,181 SPRING ROAD
PATRICK COUNTY,0203,203 - RUSSELL CREEK,RUSSELL CREEK COMMUNITY BLDG,1808 Ayers Orchard Rd
PATRICK COUNTY,0301,301 - CRITZ/STELLA,HARDIN REYNOLDS ELEM SCHOOL,3597 DOGWOOD ROAD
PATRICK COUNTY,0302,302 - LIBERTY,PATRICK HENRY FIRE DEPARTMENT,3125 COUNTY LINE ROAD
PATRICK COUNTY,0401,401 - MEADOWS OF DAN,MEADOWS OF DAN COMMUNITY BLDG,2858 JEB STUART HIGHWAY
PATRICK COUNTY,0402,402 - STUART FAIRGROUNDS,STUART FAIRGROUND HOOKER BLDG,420 Woodland Dr
PATRICK COUNTY,0501,501 - STUART COMMUNITY,STUART COMMUNITY CENTER,212 JOHNSON STREET
PATRICK COUNTY,0502,502 - ELAMSVILLE,FAIRYSTONE FIRE STATION,6687 Fairystone Park Hwy
PATRICK COUNTY,0503,503 - WOOLWINE,SMITH RIVER RESCUE SQUAD,9962 WOOLWINE HIGHWAY
PITTSYLVANIA COUNTY,0103,103 - TWIN SPRINGS,TWIN SPRINGS ELEM SCHOOL,100 Twin Springs Elementary Cir
PITTSYLVANIA COUNTY,0105,105 - CHATHAM,OLD CHATHAM ELEM SCH LIBRARY,100 Old Chatham Elementary Ln
PITTSYLVANIA COUNTY,0106,106 - TUNSTALL,TUNSTALL HIGH SCHOOL,100 Trojan Cir
PITTSYLVANIA COUNTY,0108,108 - WEST BLAIRS,WHITE OAK WORSHIP CENTER,8465 US Highway 29
PITTSYLVANIA COUNTY,0201,201 - CALLANDS,CALLANDS FIRE STATION,11741 Callands Rd
PITTSYLVANIA COUNTY,0202,202- BEARSKIN,UNION HALL ELEMENTARY SCHOOL,100 Union Hall Elementary Cir
PITTSYLVANIA COUNTY,0204,204 - SANDY LEVEL,COOL BRANCH RESCUE SQUAD,3060 SMITH MOUNTAIN RD
PITTSYLVANIA COUNTY,0206,206 - CLIMAX,CLIMAX RURITAN CLUB,4186 Climax Rd
PITTSYLVANIA COUNTY,0207,207 - GRETNA,Gretna High School,100 Gretna Hawks Circle
PITTSYLVANIA COUNTY,0301,301 - CENTRAL,CHATHAM ELEMENTARY SCHOOL,245 Chatham Elementary Ln
PITTSYLVANIA COUNTY,0305,305 - RICEVILLE,RICEVILLE JAVA FIRE DEPARTMENT,3105 Java RD
PITTSYLVANIA COUNTY,0307,307 - EAST BLAIRS,SOUTHSIDE ELEMENTARY SCHOOL,440 E Witt Rd
PITTSYLVANIA COUNTY,0308,308 - MT AIRY,MT AIRY ELEMENTARY SCHOOL,100 Mount Airy Elementary Cir
PITTSYLVANIA COUNTY,0309,309 - EAST GRETNA,GRETNA ELEMENTARY SCHOOL,302 FRANKLIN BLVD S
PITTSYLVANIA COUNTY,0402,402 - KEELING,OAK GROVE BAPTIST CHURCH FELLOWSHIP HALL,2217 Oak Grove RD
PITTSYLVANIA COUNTY,0404,404 - KENTUCK,DAN RIVER HIGH SCHOOL,100 D R Wildcat Cir
PITTSYLVANIA COUNTY,0405,405 - RINGGOLD,RINGGOLD VOL FIRE & RESCUE,3880 Tom Fork Rd
PITTSYLVANIA COUNTY,0501,501 - HURT,JOHN L. HURT ELEMENTARY SCHOOL,315 Prospect Rd
PITTSYLVANIA COUNTY,0502,502 - MOTLEY SYCAMORE,MOTLEY COMMUNITY CENTER,597 Jasper Wood Rd
PITTSYLVANIA COUNTY,0503,503 - RENAN,RENAN VOLUNTEER FIRE DEPT,405 STRAIGHTSTONE ROAD
PITTSYLVANIA COUNTY,0603,603 - STONY MILL,STONY MILL ELEMENTARY SCHOOL,100 Stony Mill Elementary Cir
PITTSYLVANIA COUNTY,0604,604 - SWANSONVILLE,KATIE'S INC STORE,15473 Franklin Tpke
PITTSYLVANIA COUNTY,0605,605 - WHITMELL,TUNSTALL VOL FIRE & RESCUE,740 TUNSTALL HIGH RD
PITTSYLVANIA COUNTY,0606,606 - BROSVILLE,BROSVILLE ELEMENTARY SCHOOL,195 Bulldog Ln
PITTSYLVANIA COUNTY,0607,607 - DRY FORK,DRY FORK VOL FIRE DEPT,4860 Dry Fork Rd
PITTSYLVANIA COUNTY,0702,702 - BACHELORS HALL,BACHELORS HALL FIRE STATION,1260 DUNCAN DRIVE
PITTSYLVANIA COUNTY,0703,703 - FERRY ROAD,RIVERBEND FIRE STATION,1535 Ferry Rd
PITTSYLVANIA COUNTY,0704,704 - MT HERMON,New Life Community Church,3837 US Hwy 29
PITTSYLVANIA COUNTY,0705,705 - MT CROSS,MT CROSS FIRE STATION,4812 Mount Cross Rd
POWHATAN COUNTY,0101,101 - SUBLETTS,ST. LUKE'S EPISCOPAL CHURCH,2245 Huguenot trail
POWHATAN COUNTY,0102,102 - MANAKIN,MANAKIN EPISCOPAL CHURCH,985 Huguenot Trl
POWHATAN COUNTY,0103,103 - FLAT ROCK,ST JOHN NEUMANN CATHOLIC CHUR,2480 Batterson Rd
POWHATAN COUNTY,0201,201 - POWHATAN STATION,Huguenot Public Safety Building,1959 Urbine Rd
POWHATAN COUNTY,0202,202 - GRACELAND,GRACELAND BAPTIST CHURCH,975 Dorset Rd
POWHATAN COUNTY,0301,301 - BETHESDA,Blessed Sacrament Huguenot Catholic School,2501 Academy RD
POWHATAN COUNTY,0302,302 - LEE'S LANDING,POWHATAN CHRISTIAN FELLOWSHIP,3308 Pleasants Rd
POWHATAN COUNTY,0401,401 - POWHATAN COURTHOUSE,COMPANY #1 VOL FIRE DEPARTMENT,3971 Old Buckingham Rd
POWHATAN COUNTY,0402,402 - MT ZION ,Mt. Zion Baptist Church,2591 Ridge Rd.
POWHATAN COUNTY,0501,501 - SMITH CROSS ROADS,Passion Community Church,4480 Anderson Hwy
POWHATAN COUNTY,0502,502 - PINEVILLE,FINE CREEK BAPTIST CHURCH,3619 Huguenot Trl
POWHATAN COUNTY,0503,503 - TOBACCOVILLE,Macon Vol. Fire Dept.,6377 Old Buckingham Rd
PRINCE EDWARD COUNTY,0101,101 - FARMVILLE,FARMVILLE AREA BUS,502 Doswell St
PRINCE EDWARD COUNTY,0201,201 - LOCKETT,RICE FIRE HOUSE,948 Rices Depot Rd
PRINCE EDWARD COUNTY,0301,301 - LEIGH,MT ZION SECOND BAPTIST CHURCH,3753 Green Bay Rd
PRINCE EDWARD COUNTY,0302,302 - MT PLEASANT,MT PLEASANT METHODIST CHURCH,5083 Mt Pleasant Rd
PRINCE EDWARD COUNTY,0401,401 - HAMPDEN,HAMPDEN SYDNEY FIRE DEPARTMENT,159 S. Boundary Rd
PRINCE EDWARD COUNTY,0501,501 - DARLINGTON HTS,DARLINGTON HEIGHTS FIRE HOUSE,2673 Darlington Heights Rd
PRINCE EDWARD COUNTY,0502,502 - BUFFALO HTS,PIEDMONT ASAP,4026 W 3rd St
PRINCE EDWARD COUNTY,0601,601 - PROSPECT,PROSPECT FIRE HOUSE,45 Campbell Hill Rd
PRINCE EDWARD COUNTY,0701,701 - WEST END,PHILLIP F GAY FIRE HOUSE,1000 W 3rd St
PRINCE EDWARD COUNTY,0801,801 - CENTER,PRINCE EDWARD ELKS LODGE #269,636 S Main St
PRINCE GEORGE COUNTY,0101,101 - RICHARD BLAND,RICHARD BLAND BARN THEATER,11301 Johnson Rd
PRINCE GEORGE COUNTY,0102,102 - TEMPLETON,SOUTH ELEMENTARY SCHOOL,13400 Prince George Dr
PRINCE GEORGE COUNTY,0103,103 - UNION BRANCH,UNION BRANCH BAPTIST CHURCH,3356 Union Branch Rd
PRINCE GEORGE COUNTY,0104,104 - RIVES,WALTON ELEMENTARY SCHOOL,4101 Courthouse Rd
PRINCE GEORGE COUNTY,0105,105 - HARRISON,HARRISON ELEM SCHOOL,12900 E Quaker Rd
PRINCE GEORGE COUNTY,0201,201 - BLAND,N B CLEMENTS JR HIGH SCHOOL,7800 Laurel Spring Rd
PRINCE GEORGE COUNTY,0202,202 - BLACK WATER,PRINCE GEORGE PARK AND RECREATION COMMUNITY CENTER,11100 Old Stage Rd
PRINCE GEORGE COUNTY,0203,203 - BRANDON,BURROWSVILLE COMMUNITY CENTER,18701 James River Dr
PRINCE GEORGE COUNTY,0204,204 - COURTS BLDG,COURTS BUILDING,6601 Courts Dr
PRINCE GEORGE COUNTY,0205,205 - JEFFERSON PARK,Faith Baptist Church,5501 Middle Rd
PRINCE WILLIAM COUNTY,0101,101 - BRENTSVILLE,BRENTSVILLE DIST HIGH SCHOOL,12109 Aden Rd
PRINCE WILLIAM COUNTY,0102,102 - CEDAR POINT,CEDAR POINT ELEMENTARY SCHOOL,12601 Braemar Pkwy
PRINCE WILLIAM COUNTY,0103,103 - GLENKIRK,GLENKIRK ELEMENTARY SCHOOL,8584 Sedge Wren Dr
PRINCE WILLIAM COUNTY,0104,104 - NOKESVILLE,Patriot High School,10504 Kettle Run Road
PRINCE WILLIAM COUNTY,0105,105 - LIMESTONE,GAINESVILLE MIDDLE SCHOOL,8001 Limestone Drive
PRINCE WILLIAM COUNTY,0106,106 - WESTGATE,West Gate Elementary School,8031 Urbanna Road
PRINCE WILLIAM COUNTY,0107,107 - MARSTELLER,MARSTELLER MIDDLE SCHOOL,14000 Sudley Manor Dr
PRINCE WILLIAM COUNTY,0108,108 - VICTORY,VICTORY ELEMENTARY SCHOOL,12001 Tygart Lake Dr
PRINCE WILLIAM COUNTY,0109,109 - PINEY BRANCH,PINEY BRANCH ELEMENTARY SCHOOL,8301 Linton Hall Road
PRINCE WILLIAM COUNTY,0110,110 - BUCKLAND MILLS,BUCKLAND MILLS ELEM SCHOOL,10511 Wharfdale Pl
PRINCE WILLIAM COUNTY,0111,111 - BRISTOW RUN,BRISTOW RUN ELEMENTARY SCHOOL,8990 Worthington Dr
PRINCE WILLIAM COUNTY,0112,112 - BURKE-NICKENS,Haymarket Elementary School,15500 Learning Lane
PRINCE WILLIAM COUNTY,0201,201 - SAUNDERS,SAUNDERS MIDDLE SCHOOL,13557 Spriggs Rd
PRINCE WILLIAM COUNTY,0202,202 - MARSHALL,MARSHALL ELEMENTARY SCHOOL,12505 Kahns Road
PRINCE WILLIAM COUNTY,0203,203 - BENNETT,BENNETT ELEMENTARY SCHOOL,8800 Old Dominion Dr
PRINCE WILLIAM COUNTY,0204,204 - ELLIS,ELLIS ELEMENTARY SCHOOL,10400 Kim Graham Ln
PRINCE WILLIAM COUNTY,0205,205 - BUCKHALL,Buckhall United Methodist Church,10251 Moore Drive
PRINCE WILLIAM COUNTY,0206,206 - COLES,COLES ELEMENTARY SCHOOL,7405 Hoadly Road
PRINCE WILLIAM COUNTY,0207,207 - SPRIGGS,HERITAGE BAPTIST CHURCH,14510 Spriggs Road
PRINCE WILLIAM COUNTY,0208,208 - HYLTON,HYLTON HIGH SCHOOL,14051 Spriggs Road
PRINCE WILLIAM COUNTY,0209,209 - INDEPENDENT HILL,Edward L. Kelly Leadership Center,14715 Bristow Road
PRINCE WILLIAM COUNTY,0210,210 - PENN,PENN ELEMENTARY SCHOOL,12980 QUEEN CHAPEL ROAD
PRINCE WILLIAM COUNTY,0211,211 - SIGNAL HILL,SIGNAL HILL ELEMENTARY SCHOOL,9553 Birmingham Drive
PRINCE WILLIAM COUNTY,0212,212 - YORKSHIRE,YORKSHIRE ELEMENTARY SCHOOL,7610 Old Centreville Road
PRINCE WILLIAM COUNTY,0213,213 - SARATOGA,St Margaret's Episcopal Church,5290 Saratoga Lane
PRINCE WILLIAM COUNTY,0214,214 - LUCASVILLE,Lake Jackson Fire Station,11310 Coles Dr
PRINCE WILLIAM COUNTY,0215,215 - ROSA PARKS,Rosa Parks Elementary School,13446 Princedale Drive
PRINCE WILLIAM COUNTY,0301,301 - DUMFRIES,DUMFRIES TOWN HALL,17755 MAIN STREET
PRINCE WILLIAM COUNTY,0302,302 - POTOMAC,POTOMAC SENIOR HIGH SCHOOL,3401 PANTHER PRIDE DRIVE
PRINCE WILLIAM COUNTY,0303,303 - GRAHAM PARK,GRAHAM PARK MIDDLE SCHOOL,3613 Graham Park Rd
PRINCE WILLIAM COUNTY,0304,304 - QUANTICO,LILLIAN CARDEN COMMUNITY CENTER,222 3RD AVENUE
PRINCE WILLIAM COUNTY,0305,305 - PATTIE,FOREST PARK HIGH SCHOOL,15721 FOREST PARK DRIVE
PRINCE WILLIAM COUNTY,0306,306 - WASHINGTON-REID,First Mount Zion Baptist Church,16622 Dumfries Road
PRINCE WILLIAM COUNTY,0307,307 - HENDERSON,HENDERSON ELEMENTARY SCHOOL,3799 Waterway Dr
PRINCE WILLIAM COUNTY,0308,308 - MONTCLAIR,MONTCLAIR ELEMENTARY SCHOOL,4920 Tallowwood Dr
PRINCE WILLIAM COUNTY,0309,309 - ASHLAND ,ASHLAND ELEMENTARY SCHOOL,15300 Bowmans Folly Drive
PRINCE WILLIAM COUNTY,0310,310 - FOREST PARK,First Mount Zion Baptist Church,16622 Dumfries Road
PRINCE WILLIAM COUNTY,0311,311 - SWANS CREEK,SWANS CREEK ELEMENTARY SCHOOL,17700 Wayside Drive
PRINCE WILLIAM COUNTY,0312,312 - TRIANGLE ,Triangle Elementary School,3615 Lions Field Road
PRINCE WILLIAM COUNTY,0313,313 - CARDINAL,NEABSCO BAPTIST CHURCH,15545 Cardinal Drive
PRINCE WILLIAM COUNTY,0314,314 - CABIN BRANCH,FOREST PARK HIGH SCHOOL,15721 FOREST PARK DRIVE
PRINCE WILLIAM COUNTY,0401,401 - EVERGREEN,EVERGREEN FIRE STATION,3510 James Madison Hwy
PRINCE WILLIAM COUNTY,0402,402 - BATTLEFIELD,BATTLEFIELD HIGH SCHOOL,15000 Graduation Dr
PRINCE WILLIAM COUNTY,0403,403 - BULL RUN,BULL RUN MIDDLE SCHOOL,6308 Catharpin Road
PRINCE WILLIAM COUNTY,0404,404 - BEN LOMOND,Pat White Center at Ben Lomond,10501 Copeland Drive
PRINCE WILLIAM COUNTY,0405,405 - STONEWALL,STONEWALL MIDDLE SCHOOL,10100 Lomond Dr
PRINCE WILLIAM COUNTY,0406,406 - ALVEY,ALVEY ELEMENTARY SCHOOL,5300 Waverly Farm Rd
PRINCE WILLIAM COUNTY,0407,407 - HERITAGE HUNT,HERITAGE HUNT CLUBHOUSE,6901 Arthur Hills Dr
PRINCE WILLIAM COUNTY,0408,408 - SUDLEY,SUDLEY ELEMENTARY SCHOOL,9744 Copeland Drive
PRINCE WILLIAM COUNTY,0409,409 - TYLER,TYLER ELEMENTARY SCHOOL,14500 John Marshall Highway
PRINCE WILLIAM COUNTY,0410,410 - MOUNTAIN VIEW,MT. VIEW ELEMENTARY SCHOOL,5600 McLeod Way
PRINCE WILLIAM COUNTY,0411,411 - MULLEN,MULLEN ELEMENTARY SCHOOL,8000 Rodes Dr
PRINCE WILLIAM COUNTY,0412,412 - CATHARPIN,Sudley United Methodist Church,5308 Sudley Rd
PRINCE WILLIAM COUNTY,0413,413 - REAGAN,Ronald Reagan Middle School,15801 Tanning House Pl
PRINCE WILLIAM COUNTY,0501,501 - LAKE RIDGE,LAKE RIDGE ELEMENTARY SCHOOL,11970 Hedges Run Dr
PRINCE WILLIAM COUNTY,0502,502 - OCCOQUAN,OCCOQUAN ELEMENTARY SCHOOL,12915 Occoquan Rd
PRINCE WILLIAM COUNTY,0503,503 - OLD BRIDGE,Old Bridge Elementary School,3051 Old Bridge Rd
PRINCE WILLIAM COUNTY,0504,504 - ROCKLEDGE,ROCKLEDGE ELEMENTARY SCHOOL,2300 MARINER LANE
PRINCE WILLIAM COUNTY,0505,505 - MOHICAN,LAKE RIDGE MIDDLE SCHOOL,12350 Mohican Rd
PRINCE WILLIAM COUNTY,0506,506 - BETHEL,First Baptist Church of Woodbridge,13600 Minnieville Road
PRINCE WILLIAM COUNTY,0507,507 - CHINN,CHINN LIBRARY,13065 Chinn Park Dr
PRINCE WILLIAM COUNTY,0508,508 - SPRINGWOODS,SPRINGWOODS ELEMENTARY SCHOOL,3815 Marquis Pl
PRINCE WILLIAM COUNTY,0509,509 - MC COART,JAMES J MCCOART BUILDING,1 County Complex Ct
PRINCE WILLIAM COUNTY,0510,510 - YATES FORD,Buckhall Fire Station,7190 Yates Ford Rd
PRINCE WILLIAM COUNTY,0511,511 - WESTRIDGE,WESTRIDGE ELEMENTARY SCHOOL,12400 Knightsbridge Dr
PRINCE WILLIAM COUNTY,0512,512 - YORK,Ebenezer Baptist Church,13020 Telegraph Road
PRINCE WILLIAM COUNTY,0513,513 - LYNNWOOD,WOODBRIDGE HIGH SCHOOL,3001 Old Bridge Rd
PRINCE WILLIAM COUNTY,0514,514 - ANTIETAM,Antietam Elementary School,12000 Antietam Rd
PRINCE WILLIAM COUNTY,0601,601 - DALE,DALE CITY ELEMENTARY SCHOOL,14450 Brook Dr
PRINCE WILLIAM COUNTY,0602,602 - BEVILLE,BEVILLE MIDDLE SCHOOL,4901 Dale Boulevard
PRINCE WILLIAM COUNTY,0603,603 - HAMPTON,GEORGE M. HAMPTON MIDDLE SCHOOL,14800 Darbydale Ave
PRINCE WILLIAM COUNTY,0604,604 - GIDEON,All Saints Church of Woodbridge,14851 Gideon Drive
PRINCE WILLIAM COUNTY,0605,605 - MINNIEVILLE,MINNIEVILLE ELEMENTARY SCHOOL,13639 Greenwood Dr
PRINCE WILLIAM COUNTY,0606,606 - BEL AIR,BEL AIR ELEMENTARY SCHOOL,14151 Ferndale Rd
PRINCE WILLIAM COUNTY,0607,607 - KERRYDALE,KERRYDALE ELEMENTARY SCHOOL,13199 Kerrydale Rd
PRINCE WILLIAM COUNTY,0608,608 - ENTERPRISE,ENTERPRISE  ELEMENTARY SCHOOL,13900 Lindendale Rd
PRINCE WILLIAM COUNTY,0609,609 - KING,KING ELEMENTARY SCHOOL,13224 Nickleson Dr
PRINCE WILLIAM COUNTY,0610,610 - FITZGERALD,FANNIE W. FITZGERALD ELEMENTARY SCHOOL,15500 Benita Fitzgerald Drive
PRINCE WILLIAM COUNTY,0611,611 - NEABSCO,First United Presbyterian Church,14391 Minnieville Rd
PRINCE WILLIAM COUNTY,0701,701 - BELMONT,BELMONT ELEMENTARY SCHOOL,751 Norwood Ln
PRINCE WILLIAM COUNTY,0702,702 - LIBRARY,POTOMAC BRANCH LIBRARY,2201 Opitz Blvd
PRINCE WILLIAM COUNTY,0703,703 - LYNN,LYNN MIDDLE SCHOOL,1650 Prince William Pkwy
PRINCE WILLIAM COUNTY,0704,704 - PORTER,PORTER TRADITIONAL SCHOOL,15311 FOREST GROVE DRIVE
PRINCE WILLIAM COUNTY,0705,705 - POTOMAC VIEW,POTOMAC VIEW ELEMENTARY SCHOOL,14601 Lamar Rd
PRINCE WILLIAM COUNTY,0706,706 - RIPPON,RIPPON MIDDLE SCHOOL,15101 Blackburn Rd
PRINCE WILLIAM COUNTY,0707,707 - KILBY,KILBY ELEMENTARY SCHOOL,1800 Horner Rd
PRINCE WILLIAM COUNTY,0708,708 - RIVER OAKS,River Oaks Elementary School,16950 McGuffeys Trail
PRINCE WILLIAM COUNTY,0709,709 - FREEDOM,FREEDOM HIGH SCHOOL,15201 Neabsco Mills Road
PRINCE WILLIAM COUNTY,0710,710 - POWELLS CREEK,POTOMAC MIDDLE SCHOOL,3130 Panther Pride Drive
PRINCE WILLIAM COUNTY,0711,711 - GRAYSON,WOODBRIDGE MIDDLE SCHOOL,2201 York Drive
PRINCE WILLIAM COUNTY,0712,712 - LEESYLVANIA,Leesylvania Elementary School,15800 Neabsco Rd
PULASKI COUNTY,0101,101 - BELSPRING,BELSPRING UNITED METHODIST,7639 STILLWATER DRIVE
PULASKI COUNTY,0102,102 - NEW RIVER,RIVERLAWN ELEMENTARY SCHOOL,8100 BETH NELSON DRIVE
