Textbox97,CountyCode,CountyName,PrecinctCode,PrecinctName,PollingLocationName,PollingLocationAddress
County: 24 - GREENWOOD,24,GREENWOOD,048,Parson's Mill,G Frank Russell Tech Center,"601 Northside Dr E
Greenwood SC 29649"
County: 24 - GREENWOOD,24,GREENWOOD,049,Angel Oak's Crossing,Westview Middle School,"1410 W Alexander Rd
Greenwood SC 29646"
County: 24 - GREENWOOD,24,GREENWOOD,050,Graham's Glen,The Farmer's Market at the Civic Center,"215 Wilbanks Cir
Greenwood SC 29649"
County: 24 - GREENWOOD,24,GREENWOOD,999,Barrier Free,Voter Registration Office,"600 Monument St Ste 113
Greenwood SC 29646"
County: 25 - HAMPTON,25,HAMPTON,001,Brunson,Brunson Fire Dept,"240 N Manker St
Brunson SC 29911"
County: 25 - HAMPTON,25,HAMPTON,002,Hampton No. 1,Hampton Fire Dept,"600 2nd St W
Hampton SC 29924"
County: 25 - HAMPTON,25,HAMPTON,003,Hampton No. 2,Hampton Fire Dept,"600 2nd St W
Hampton SC 29924"
County: 25 - HAMPTON,25,HAMPTON,004,Varnville,Varnville Fire Station,"54 Palm St
Varnville SC 29944"
County: 25 - HAMPTON,25,HAMPTON,005,Early Branch,Cummings Fire Dept,"6836 Yemassee Hwy
Varnville SC 29944"
County: 25 - HAMPTON,25,HAMPTON,006,Garnett,Housey's Towing,"103 Augusta Stagecoach Rd
Garnett SC 29922"
County: 25 - HAMPTON,25,HAMPTON,007,Estill,Estill Fire Dept,"824 2nd St E
Estill SC 29918"
County: 25 - HAMPTON,25,HAMPTON,009,Bonnett,Nixville Fire Dept,"5207 Browning Gate Rd
Estill SC 29918"
County: 25 - HAMPTON,25,HAMPTON,010,Furman,Furman Town Hall,"46 McKenzie Trl
Furman SC 29921"
County: 25 - HAMPTON,25,HAMPTON,011,Scotia,Scotia Town Hall,"153 Annette St
Scotia SC 29939"
County: 25 - HAMPTON,25,HAMPTON,013,Yemassee,Yemassee Town Hall,"101 Town Cir
Yemassee SC 29945"
County: 25 - HAMPTON,25,HAMPTON,014,Horse Gall,David Smith's Shop,"5540 Grays Hwy
Varnville SC 29944"
County: 25 - HAMPTON,25,HAMPTON,015,Rivers Mill,Crocketville Comm Center,"3980 Bamberg Hwy
Hampton SC 29924"
County: 25 - HAMPTON,25,HAMPTON,016,Hopewell,Hopewell Community Center,"1401 Goettee Trl
Hampton SC 29924"
County: 25 - HAMPTON,25,HAMPTON,017,Crocketville-Miley,Crocketville Comm Center,"3980 Bamberg Hwy
Hampton SC 29924"
County: 25 - HAMPTON,25,HAMPTON,018,Cummings,Cummings Fire Dept,"6836 Yemassee Hwy
Varnville SC 29944"
County: 25 - HAMPTON,25,HAMPTON,019,Black Creek,Hampton County Library,"12 Locust St E
Hampton SC 29924"
County: 25 - HAMPTON,25,HAMPTON,021,Gifford,Gifford Community Center,"150 Sumpter St
Gifford SC 29923"
County: 25 - HAMPTON,25,HAMPTON,999,Barrier Free,Voter Registration & Elections Office,"201 Jackson Ave W
Hampton SC 29924"
County: 26 - HORRY,26,HORRY,101,Adrian,Academy Of Tech/academics,"5639 Hwy 701 N
Conway SC 29526"
County: 26 - HORRY,26,HORRY,102,Allsbrook,Cane Branch Bapt Church,"760 Cane Branch Rd
Loris SC 29569"
County: 26 - HORRY,26,HORRY,103,Atlantic Beach,Ab Community Center,"1010 32Nd Ave S
North Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,104,Aynor,Aynor Town Hall,"600 S Main St
Aynor SC 29511"
County: 26 - HORRY,26,HORRY,105,Bayboro-Gurley,Bethany Baptist Church,"3160 Highway 45
Loris SC 29569"
County: 26 - HORRY,26,HORRY,106,Brooksville #1,Ralph Ellis County Bldg,"107 Hwy 57 N
Litte River SC 29566"
County: 26 - HORRY,26,HORRY,107,Brownway,Pee Dee Elem School,"6555 Hwy 134
Conway SC 29527"
County: 26 - HORRY,26,HORRY,108,Burgess #1,St James Elem School,"9711 St James Rd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,109,Burgess #2,Burgess Community Center,"10299 Hwy 707
Murrells Inlet SC 29576"
County: 26 - HORRY,26,HORRY,110,Carolina Forest #1,Carolina Forest Elem Sch,"285 Carolina Forest Blvd
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,111,Carolina Forest #2,Carolina Forest High Sch,"700 Gardner Lacy Rd
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,112,Cedar Grove,Cedar Grove Baptist Ch,"5025 Hwy 378
Conway SC 29527"
County: 26 - HORRY,26,HORRY,113,Cherry Grove #1,Chapel By The Sea Baptist Church,"1051 Sea Mountain Hwy
North Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,114,Cherry Grove #2,Lr Neck Rd Fire Station,"5345 Little River Neck Rd
N Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,115,Coastal Carolina,Seacoast Church-Conway,"1500 Highway 501 Bus
Conway SC 29526"
County: 26 - HORRY,26,HORRY,116,Coastal Lane #1,21St Ave County Complex,"1201 21St Ave N
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,117,Coastal Lane #2,Mary C Canty Recreation Center,"971 Canal St
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,118,Cool Springs,Cool Springs Meth Church,"Hwy 319
Aynor SC 29511"
County: 26 - HORRY,26,HORRY,119,Crescent,Nmb Community Center,"1030 Possum Trot Rd
N Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,120,Daisy,Daisy Elementary School,"2801 Red Bluff Rd
Loris SC 29569"
County: 26 - HORRY,26,HORRY,121,Deerfield,Surfside Presbyterian Church,"8732 Highway 17 Byp S
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,122,Dogbluff,Aynor Elementary School,"516 Jordanville Rd
Aynor SC 29511"
County: 26 - HORRY,26,HORRY,123,Dogwood,Chesterfield Baptist Church,"8591 Highway 90
Longs SC 29568"
County: 26 - HORRY,26,HORRY,124,Dunes #1,Mb Fire Station #5,"804 79Th Ave N
Myrtle Beach SC 29572"
County: 26 - HORRY,26,HORRY,125,Dunes #2,Lk Arrowhead Fire Station,"10228 Kings Rd
Myrtle Beach SC 29572"
County: 26 - HORRY,26,HORRY,126,Dunes #3,Risen Christ Luth Church,"10595 N Hwy 17
Myrtle Beach SC 29572"
County: 26 - HORRY,26,HORRY,127,East Conway,Conway Library,"801 Main St
Conway SC 29526"
County: 26 - HORRY,26,HORRY,128,East Loris,Loris Elementary School,"901 E Hwy 9 Bus
Loris SC 29569"
County: 26 - HORRY,26,HORRY,129,Ebenezer,The Christian Church,"1294 Hwy 9 W
Longs SC 29568"
County: 26 - HORRY,26,HORRY,130,Emerald Forest #1,Grand Strand Bapt Church,"350 Hospitality Ln
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,131,Emerald Forest #2,St Mary Missionary Bapt,"300 Ronald McNair Blvd
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,132,Emerald Forest #3,Ocean Bay Middle School,"905 International Dr
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,133,Enterprise,Socastee Library,"141 707 Connector Rd
Myrtle Beach SC 29575"
County: 26 - HORRY,26,HORRY,135,Forestbrook,Forestbrook Bapt. Church Gym,"2051 Forestbrook Rd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,136,Four Mile,Bethany Bible Chapel,"1668 Four Mile Rd
Conway SC 29526"
County: 26 - HORRY,26,HORRY,137,Galivants Ferry,Pee Dee Farms Store,"134 W Hwy 501
Galivants Ferry SC 29544"
County: 26 - HORRY,26,HORRY,138,Garden City #1,Garden City Baptist Church,"501 Pine Ave
Garden City SC 29576"
County: 26 - HORRY,26,HORRY,139,Garden City #2,Garden City Fire Station,"280 Azalea Rd
Garden City SC 29576"
County: 26 - HORRY,26,HORRY,140,Garden City #3,Seaside Elementary School,"1605 Woodland Dr
Garden City SC 29576"
County: 26 - HORRY,26,HORRY,141,Garden City #4,Magnolia Grove Clubhouse,"3203 Moonshadow Ln
Garden City SC 29576"
County: 26 - HORRY,26,HORRY,142,Glenns Bay,South Strand Recreation Center,"9650 Scipio Ln
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,143,Green Sea,Green Sea Baptist Church,"1241 Green Sea Rd
Green Sea SC 29545"
County: 26 - HORRY,26,HORRY,145,Hickory Grove,Kingston Elementary School,"4580 Highway 472
Conway SC 29526"
County: 26 - HORRY,26,HORRY,146,Hickory Hill,Pleasant Meadow Bapt Ch,"937 S Green Sea Rd
Loris SC 29569"
County: 26 - HORRY,26,HORRY,147,Homewood,Homewood Elementary Sch,"2711 N Hwy 701
Conway SC 29526"
County: 26 - HORRY,26,HORRY,148,Horry,Salem Baptist Church,"4008 Salem Rd
Aynor SC 29511"
County: 26 - HORRY,26,HORRY,149,Inland,Bucksport Library/ems,"7657 S Hwy 701
Conway SC 29527"
County: 26 - HORRY,26,HORRY,150,Jackson Bluff,Sweetwater Branch Church,"1436 Hwy 544
Conway SC 29526"
County: 26 - HORRY,26,HORRY,151,Jamestown,South Conway Elem School,"3001 4Th Ave
Conway SC 29527"
County: 26 - HORRY,26,HORRY,152,Jernigans X Roads,Dogwood Hill Baptist Church,"1040 Mount Zion Rd
Loris SC 29569"
County: 26 - HORRY,26,HORRY,153,Jet Port #1,Mb Fire Station #3,"2108 S Kings Hwy
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,154,Jet Port #2,Gen Robert H Reed Rec Center,"800 Gabreski Ln
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,155,Jordanville,Highpoint Baptist Church,"6925 Juniper Bay Rd
Conway SC 29527"
County: 26 - HORRY,26,HORRY,156,Joyner Swamp,Berea Baptist Church,"4287 Joyner Swamp Rd
Aynor SC 29544"
County: 26 - HORRY,26,HORRY,157,Juniper Bay,Juniper Bay Bapt Church,"5265 Juniper Bay Rd
Conway SC 29527"
County: 26 - HORRY,26,HORRY,158,Lake Park #1,Socastee High School,"4900 Socastee Blvd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,159,Leon,Old Longs School / Head Start,"131 Freemont Rd
Longs SC 29568"
County: 26 - HORRY,26,HORRY,160,Little River #1,Lr United Meth Church,"1629 Hwy 17
Little River SC 29566"
County: 26 - HORRY,26,HORRY,161,Little River #2,St Paul Ame Church,"1175 Hwy 17
Little River SC 29566"
County: 26 - HORRY,26,HORRY,162,Little River #3,Little River Fire Sta.#2,"4731 Baker St
Little River SC 29566"
County: 26 - HORRY,26,HORRY,163,Live Oak,Live Oak Baptist Church,"1080 Live Oak Church Rd
Loris SC 29569"
County: 26 - HORRY,26,HORRY,164,Maple,Maple Baptist Church,"4500 Highway 65
Conway SC 29526"
County: 26 - HORRY,26,HORRY,165,Marlowe #1,St James High School,"10800 Hwy 707
Murrells Inlet SC 29576"
County: 26 - HORRY,26,HORRY,166,Methodist-Mill Swamp,Midland Elementary School,"3011 Nichols Hwy
Galivants Ferry SC 29544"
County: 26 - HORRY,26,HORRY,168,Mt Olive,Green Sea Senior Center,"5331 Hwy 9
Green Sea SC 29581"
County: 26 - HORRY,26,HORRY,169,Mt Vernon,Mt Vernon Community Center,"4280 Red Bluff Rd
Loris SC 29569"
County: 26 - HORRY,26,HORRY,170,Myrtle Trace,Myrtle Trace Clubhouse,"101 Myrtle Trace Dr
Conway SC 29526"
County: 26 - HORRY,26,HORRY,171,Myrtlewood #1,Myrtle Beach Middle School,"3101 N Oak St
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,172,Myrtlewood #2,Myrtle Beach Fire Sta #6,"970 38Th Ave North
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,173,Myrtlewood #3,Mb Church Of Christ,"4500 Wild Iris Dr
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,174,Nixon X Roads #1,Nmb High School,"3760 Sea Mountain Hwy
Little River SC 29566"
County: 26 - HORRY,26,HORRY,175,Nixon X Roads #2,Nmb Middle School,"11240 Hwy 90
Little River SC 29566"
County: 26 - HORRY,26,HORRY,177,North Conway #2,Conway Elementary School,"1101 Snowhill Dr
Conway SC 29526"
County: 26 - HORRY,26,HORRY,179,Ocean Drive # 1,Ocean Drive Fire Station,"1015 2nd Ave S
N Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,180,Ocean Drive #2,St Stephens Epis Church,"801 11Th Ave N
N Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,181,Ocean Forest #1,Ocean View Bapt Church Student Center,"7202 N Kings Hwy
Myrtle Beach SC 29572"
County: 26 - HORRY,26,HORRY,182,Ocean Forest #2,Claire Chapin Epps YmcA,"5000 Claire Chapin Epps Dr
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,183,Ocean Forest #3,First Freewill Bapt Ch,"900-a 67Th Ave N
Myrtle Beach SC 29572"
County: 26 - HORRY,26,HORRY,184,Palmetto Bays,Palmetto Bays Elem School,"8900 Hwy 544
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,185,Pawleys Swamp,Pawleys Swamp Bapt Church,"7480 Pawleys Swamp Rd
Conway SC 29527"
County: 26 - HORRY,26,HORRY,186,Pleasant View,Pleasant View Bapt Church,"5065 Hwy 19
Nichols SC 29581"
County: 26 - HORRY,26,HORRY,187,Poplar Hill,Pleasant Union Bapt Ch,"2940 Minnick Rd
Aynor SC 29511"
County: 26 - HORRY,26,HORRY,188,Port Harrelson,Bucksport Community Ctr,"1370 Bucksport Rd
Conway SC 29527"
County: 26 - HORRY,26,HORRY,189,Racepath #1,Conway Senior Center,"1519 Millpond Rd
Conway SC 29527"
County: 26 - HORRY,26,HORRY,190,Racepath #2,Whittemore Pk Middle Sch,"1808 Rhue St
Conway SC 29527"
County: 26 - HORRY,26,HORRY,191,Red Bluff,Pleasant Hill Bapt Church,"6907 Hwy 905
Conway SC 29526"
County: 26 - HORRY,26,HORRY,192,Red Hill # 1,Waccamaw Elementary Sch,"251 Claridy Rd
Conway SC 29526"
County: 26 - HORRY,26,HORRY,193,Red Hill #2,Centenary United Meth,"1527 Hwy 544
Conway SC 29526"
County: 26 - HORRY,26,HORRY,194,Salem,Salem Methodist Church,"2376 Hwy 90
Conway SC 29526"
County: 26 - HORRY,26,HORRY,195,Sea Oats # 1,1st Baptist Church gymnasium,"302 N Oak St
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,196,Sea Oats # 2,Midway Missionary Bapt Ch,"1110 Hwy 15
Myrtle Beach SC 29577"
County: 26 - HORRY,26,HORRY,197,Sea Winds,Calvary Christian School,"4511 Dick Pond Rd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,198,Shell,Bethlehem Bapt Church,"5201 Hwy 905
Conway SC 29526"
County: 26 - HORRY,26,HORRY,199,Socastee # 1,Socastee High School,"4900 Socastee Blvd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,200,Socastee # 2,Palmetto Shores Church,"6250 Dick Pond Rd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,201,Socastee # 3,Forestbrook Elementary,"4000 Panther Way
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,202,Socastee # 4,Beach Ch/ Mb Community Ch,"557 George Bishop Pkwy
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,203,Spring Branch,Spring Branch Bapt Church,"8872 Spring Branch Rd
Nichols SC 29581"
County: 26 - HORRY,26,HORRY,204,Surfside # 1,Dick Johnson Civic Center,"115 N Hwy 17
Surfside SC 29575"
County: 26 - HORRY,26,HORRY,205,Surfside #2,Surfside Methodist Church,"800 13Th Ave N
Surfside SC 29575"
County: 26 - HORRY,26,HORRY,206,Surfside # 3,Grand Strand Ch Of Christ,"2212 Glenns Bay Rd
Surfside SC 29575"
County: 26 - HORRY,26,HORRY,207,Surfside # 4,Lakewood Elementary Sch,"1675 Hwy 396
Surfside SC 29575"
County: 26 - HORRY,26,HORRY,208,Sweet Home,Goretown Fire Station,"365 Liberty Church Rd
Loris SC 29569"
County: 26 - HORRY,26,HORRY,209,Taylorsville,Mt. Pisgah Baptist Church,"535 Nichols Hwy S
Nichols SC 29581"
County: 26 - HORRY,26,HORRY,210,Tilly Swamp,Tilly Swamp Bapt Church,"4619 Hwy 90
Conway SC 29526"
County: 26 - HORRY,26,HORRY,211,Toddville,Union Methodist Church,"4491 S Hwy 701
Conway SC 29527"
County: 26 - HORRY,26,HORRY,212,Wampee,Riverside Elementary School,"1283 Highway 57 S
Little River SC 29566"
County: 26 - HORRY,26,HORRY,213,West Conway,Horry County Justice Ctr,"1301 2Nd Ave
Conway SC 29526"
County: 26 - HORRY,26,HORRY,214,West Loris,Loris Public Safety Center,"3909 Walnut St
Loris SC 29569"
County: 26 - HORRY,26,HORRY,215,White Oak,New Home # 1 Baptist Ch,"1685 Hwy 139
Conway SC 29526"
County: 26 - HORRY,26,HORRY,216,Wild Wing,Christ The Ser Lutheran,"2105 E Hwy 501
Conway SC 29526"
County: 26 - HORRY,26,HORRY,217,Windy Hill 1,Windy Hill Fire Station,"801 33rd Ave S
N Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,218,Windy Hill 2,Nmb Fire Station # 5,"4740 Barefoot Resort Blvd
N Myrtle Beach SC 29582"
County: 26 - HORRY,26,HORRY,219,Burgess #3,St James Middle School,"9775 St James Rd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,220,Marlowe #2,Timberlake Baptist Church,"9850 Hwy 707
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,221,Burgess #4,Burgess Elementary School,"9645 Scipio Ln
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,222,Marlowe #3,St James High School,"10800 Hwy 707
Murrells Inlet SC 29576"
County: 26 - HORRY,26,HORRY,223,Brooksville #2,Grace Christian Fellowship Church,"1247 Highway 57 N
Little River SC 29566"
County: 26 - HORRY,26,HORRY,224,Carolina Bays,Carolina Forest Community Church,"1381 Carolina Forest Blvd
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,225,Nixons X Roads #3,HC North Strand Recreation Center,"120 Highway 57 S
Little River SC 29566"
County: 26 - HORRY,26,HORRY,226,River Oaks,Ocean Bay Elementary School,"950 International Dr
Myrtle Beach SC 29579"
County: 26 - HORRY,26,HORRY,227,Lake Park #2,Socastee Elementary School,"4223 Socastee Blvd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,228,Lake Park #3,Socastee Middle School,"151 Esso Rd
Myrtle Beach SC 29588"
County: 26 - HORRY,26,HORRY,999,Barrier Free,Barrier Free,"1515 4th Ave
Conway SC 29526"
County: 27 - JASPER,27,JASPER,101,Coosawhatchie,Coosawhatchie Comm Ctr.,"200 Step School Rd
Ridgeland SC 29936"
County: 27 - JASPER,27,JASPER,102,Gillisonville,Old Gillisonville School,"88 Langfordville Rd
Ridgeland SC 29936"
County: 27 - JASPER,27,JASPER,103,Grahamville 1,Anglican Church Parrish,"2718 Bees Creek Rd
Ridgeland SC 29936"
County: 27 - JASPER,27,JASPER,104,Grahamville 2,Mt Carmel Baptist Center,"3776 Bees Creek Road Hwy # 13
Ridgeland Sc SC 29936"
County: 27 - JASPER,27,JASPER,105,Grays,Grays Fire Station,"15307 Grays Hwy
Early Branch SC 29916"
County: 27 - JASPER,27,JASPER,106,Hardeeville 1,St. Stephen Social Hall,"710 Main St
Hardeeville SC 29927"
County: 27 - JASPER,27,JASPER,107,Hardeeville 2,Fisher Chapel U.M. Church,"445 Church Road Hwy # 46
Hardeeville SC 29927"
County: 27 - JASPER,27,JASPER,108,Levy,Levy-Limehouse Comm.Ctr.,"470 Mitchells Ct
Hardeeville SC 29927"
County: 27 - JASPER,27,JASPER,109,Okatie,St. Luke Baptist Church,"3048 Snake Rd
Ridgeland SC 29936"
County: 27 - JASPER,27,JASPER,110,Pineland,Robertville Comm. Center,"9731 Cotton Hill Rd
Pineland SC 29934"
County: 27 - JASPER,27,JASPER,111,Ridgeland 1,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd
Ridgeland SC 29936"
County: 27 - JASPER,27,JASPER,112,Ridgeland 2,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd
Ridgeland SC 29936"
County: 27 - JASPER,27,JASPER,113,Tillman,Tillman Fire Station,"30 Daniel O'Morris Blvd
Tillman SC 29943"
County: 27 - JASPER,27,JASPER,114,Ridgeland 3,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd
Ridgeland SC 29936"
County: 27 - JASPER,27,JASPER,115,Sun City,SCHH Lakehouse,"1251 Sgt William Jasper Blvd
Bluffton SC 29909"
County: 27 - JASPER,27,JASPER,999,Barrier Free,Absentee Precinct,"1506 Grays Hwy
Ridgeland SC 29936"
County: 28 - KERSHAW,28,KERSHAW,101,Airport,A T E C,"874 Vocational Ln
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,102,Antioch,Pine Tree Hill Elementary School,"938 Bishopville Hwy
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,103,Bethune,Bethune Community Center,"109 College St E
Bethune SC 29009"
County: 28 - KERSHAW,28,KERSHAW,105,Buffalo,Mt Pisgah  Elementary School,"5160 Mt Pisgah Rd
Kershaw SC 29067"
County: 28 - KERSHAW,28,KERSHAW,107,Camden #1,Camden City Arena,"517 Bull St
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,108,Camden #2,Kershaw County CLC,"1109 Campbell St
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,109,Hobkirk's Hill,Camden Elementary School,"416 Laurens St
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,111,Camden #5,Steeplechase Museum,"200 Knights Hill Rd
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,112,Camden #5A,Sanders Creek Baptist Ch,"520 Nelson Rd
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,113,Camden #6,Camden Middle School,"902 McRae Road
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,115,Cassatt,Midway Elementary School,"1892 Highway 1 N
Cassatt SC 29032"
County: 28 - KERSHAW,28,KERSHAW,117,Charlotte Thompson,Woolard Technology Center,"70 Innovation Way
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,119,Doby's Mill,Doby's Mill Elem School,"1964 Ft Jackson Rd
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,121,E Camden/hermitage,Camden Middle School,"902 McRae Road
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,122,Elgin #1,Blaney Baptist Church,"1400 Blaney Rd
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,123,Elgin #2,Blaney Elementary School,"1621 Smyrna Rd
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,124,Elgin #3,Elgin Town Hall,"2469 Main St
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,125,Elgin #4,Leslie M Stover School,"1649 Smyrna Rd
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,126,Elgin #5,Harmony Baptist Church,"998 Tookie Doo Ln
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,127,Elgin #6,Blaney Fire Department,"2344 Highway 1 S
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,130,Gates Ford,Mt Pisgah  Elementary School,"5160 Mt Pisgah Rd
Kershaw SC 29067"
County: 28 - KERSHAW,28,KERSHAW,131,Liberty Hill,Beaver Creek Fire Dept,"3381 John G Richard Rd
Liberty Hill SC 29074"
County: 28 - KERSHAW,28,KERSHAW,132,Lugoff #1,Lugoff Elementary School,"994 Ridgeway Rd
Lugoff SC 29078"
County: 28 - KERSHAW,28,KERSHAW,133,Lugoff #2,Lugoff-Elgin Middle Sch,"1244 Highway 1 S
Lugoff SC 29078"
County: 28 - KERSHAW,28,KERSHAW,134,Lugoff #3,Wateree Elementary School,"424 Wildwood Ln
Lugoff SC 29078"
County: 28 - KERSHAW,28,KERSHAW,135,Lugoff #4,Lugoff-Elgin High School,"1284 Highway 1 S
Lugoff SC 29078"
County: 28 - KERSHAW,28,KERSHAW,140,Malvern Hill,Malvern Hill Bapt Church,"1514 Malvern Hill Dr
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,143,Rabon's Crossroads,Pine Grove Fire Depart.,"833 Pine Grove Rd
Lugoff SC 29078"
County: 28 - KERSHAW,28,KERSHAW,146,Riverdale,American Legion Bldg.,"1333 Chestnut Ferry Rd
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,147,Salt Pond,Blaney Elementary School,"1621 Smyrna Rd
Elgin SC 29045"
County: 28 - KERSHAW,28,KERSHAW,149,Shaylor's Hill,Baron DeKalb Elem. School,"2684 Baron Dekalb Rd
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,150,Springdale,New Hope Baptist Church,"9105 Liberty Hill Rd
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,152,Westville,North Central Middle School,"805 Keys Ln
Kershaw SC 29067"
County: 28 - KERSHAW,28,KERSHAW,154,Whites Gardens,Jackson Elementary School,"1730 Jefferson Davis Hwy
Camden SC 29020"
County: 28 - KERSHAW,28,KERSHAW,999,Barrier Free,Camden City Arena,"517 Bull St
Camden SC 29020"
County: 29 - LANCASTER,29,LANCASTER,001,Antioch,Antioch Baptist Church,"3052 Taxahaw Rd
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,002,Lake House,Sun City Lodge,"2955 Sun City Blvd
Indian Land SC 29707"
County: 29 - LANCASTER,29,LANCASTER,003,Camp Creek,Camp Creek Baptist Church,"998 Potter Rd
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,004,Carmel,New Hope Missionary Baptist Church,"2393 New Hope Rd
Heath Springs SC 29058"
County: 29 - LANCASTER,29,LANCASTER,005,Chesterfield Ave,First Baptist Church,"300 S Market St
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,006,Douglas,Douglas Presb Ch Comm Ctr,"2325 Sunday Pl
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,007,Dwight,Bethlehem Bapt Church Family Life Center,"1841 N Rocky River Rd
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,008,Elgin,St. Luke's Leisure Ctr.,"128 Providence Rd
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,009,Erwin Farm,Grace Presbyterian Church,"1026 Grace Ave
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,010,Gooch's Cross Rds,Springdell Baptist Church,"1420 Springdell Church Rd
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,011,Heath Springs,Heath Springs Senior Complex,"5353 Kershaw Camden Hwy
Heath Springs SC 29058"
County: 29 - LANCASTER,29,LANCASTER,012,Hyde Park,Hyde Pk Bapt Ch Rec Bldg,"1898 Flat Creek Rd
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,013,Jacksonham,Taylors Grove Baptist Church,"2382 Charlotte Hwy
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,014,Kershaw North,Fellowship Hall-1st Baptist Church,"210 N Matson St
Kershaw SC 29067"
County: 29 - LANCASTER,29,LANCASTER,015,Kershaw South,Marian Boan Community Center,"200 Close Cir
Kershaw SC 29067"
County: 29 - LANCASTER,29,LANCASTER,016,Lancaster East,Barr Street Learning Center,"610 E Meeting St
Lancaster SC 29720"
County: 29 - LANCASTER,29,LANCASTER,017,Lancaster West,First Presbyterian Church,"700 N Main St
Lancaster SC 29720"
