"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Kidder","22","14","03","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547"
"Kidder","22","14","04","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547"
"Kidder","22","14","05","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547"
"Kidder","22","14","06","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547"
"LaMoure","23","28","04","Edgeley National Guard Armory","508 1st Ave W","Edgeley ","ND","58433"," 8:00AM-7:00PM","(701) 883-5301"
"LaMoure","23","29","01","Edgeley National Guard Armory","508 1st Ave W","Edgeley ","ND","58433"," 8:00AM-7:00PM","(701) 883-5301"
"LaMoure","23","29","02","Edgeley National Guard Armory","508 1st Ave W","Edgeley ","ND","58433"," 8:00AM-7:00PM","(701) 883-5301"
"LaMoure","23","29","03","Edgeley National Guard Armory","508 1st Ave W","Edgeley ","ND","58433"," 8:00AM-7:00PM","(701) 883-5301"
"Logan","24","28","01","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425"
"Logan","24","28","02","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425"
"Logan","24","28","03","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425"
"Logan","24","28","04","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425"
"Logan","24","28","05","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425"
"McHenry","25","06","16","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McHenry","25","06","18","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McHenry","25","06","27","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McHenry","25","06","41","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McHenry","25","06","47","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McHenry","25","06","55","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McHenry","25","06","58","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McHenry","25","06","62","Gallows Hall","312 Main St S","Towner","ND","58788"," 9:00AM-7:00PM","(701) 537-5724"
"McIntosh","26","28","01","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","01","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","02","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","02","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","03","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","03","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","04","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","04","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","05","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","05","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","06","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141"
"McIntosh","26","28","06","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141"
"McKenzie","27","04","01","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","04","01","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","04","01","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","04","02","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","04","02","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","04","02","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","03","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","03","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","03","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","04","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","04","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","04","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","05","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","05","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","05","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","06","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","06","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","06","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","07","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","07","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","07","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","08","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","08","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","08","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","09","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","09","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","09","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","11","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","11","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","11","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","12","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","12","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616"
"McKenzie","27","39","12","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616"
"McLean","28","04","02","Arikara Cultural Center","100 Sahnish Dr","White Shield","ND","58775"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","02","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","02","Turtle Lake Legion (Vote Center)","23 2nd Ave East","Turtle Lake","ND","58575"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","02","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","03","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","03","Turtle Lake Legion (Vote Center)","23 2nd Ave East","Turtle Lake","ND","58575"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","03","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Turtle Lake Legion (Vote Center)","23 2nd Ave East","Turtle Lake","ND","58575"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"Mercer","29","04","01","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","01","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","03","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","13","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","14","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","16","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","20","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","21","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","22","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","23","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","24","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","81","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","82","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Mercer","29","33","83","Hazen City Hall (Vote Center)","146 Main Street East","Hazen","ND","58545"," 9:00AM-7:00PM","(701) 745-3292"
"Morton","30","31","05","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","17","Engage Church ","4209 Old Red Trail","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","18","Midway Lanes","3327 Memorial Hwy","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","20","1 More Bar & Grill - Flasher","110 6th Ave W","Flasher","ND","58535"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","23","St. Anthony Hall","2332 Co Rd 136","Saint Anthony","ND","58566"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","24","Mandan Airport","4490 Hwy 6","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","33","32","Engage Church ","4209 Old Red Trail","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","33","33","New Salem City Auditorium","400 Main Ave ","New Salem","ND","58563"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","33","34","Almont Fire Hall","510 Dakota Ave","Almont","ND","58520"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","01","Redeemer Lutheran Church","904 8th Ave SE","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","02","Midway Lanes","3327 Memorial Hwy","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","03","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","04","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","06","First Lutheran Church","408 9th St NW","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","07","First Lutheran Church","408 9th St NW","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","08","Redeemer Lutheran Church","904 8th Ave SE","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","36","Sacred Heart Parish Glen Ullin","205 Ash Ave E","Glen Ullin ","ND","58631"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","38","Hebron Community Center","600 Washington Ave","Hebron","ND","58638"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Mountrail","31","02","01","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","02","01","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","02","06","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","02","06","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","02","07","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","02","07","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","02","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","02","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","03","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","03","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","04","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","04","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","05","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","05","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","08","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","08","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","09","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145"
"Mountrail","31","04","09","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145"
"Nelson","32","23","01","Nelson County Courthouse","210 B Ave W","Lakota","ND","58344"," 7:00AM-7:00PM CT","(701) 247-2463 Ext. "
"Oliver","33","33","01","Oliver County Courthouse","115 West Main","Center","No","58530"," 8:00AM-7:00PM","(701) 794-8721"
"Oliver","33","33","02","Oliver County Courthouse","115 West Main","Center","No","58530"," 8:00AM-7:00PM","(701) 794-8721"
"Oliver","33","33","03","Oliver County Courthouse","115 West Main","Center","No","58530"," 8:00AM-7:00PM","(701) 794-8721"
"Oliver","33","33","04","Oliver County Courthouse","115 West Main","Center","No","58530"," 8:00AM-7:00PM","(701) 794-8721"
"Oliver","33","33","05","Oliver County Courthouse","115 West Main","Center","No","58530"," 8:00AM-7:00PM","(701) 794-8721"
"Oliver","33","33","06","Oliver County Courthouse","115 West Main","Center","No","58530"," 8:00AM-7:00PM","(701) 794-8721"
"Oliver","33","33","07","Oliver County Courthouse","115 West Main","Center","No","58530"," 8:00AM-7:00PM","(701) 794-8721"
"Pembina","34","10","01","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 7:00AM-7:00PM","(701) 265-4231"
"Pembina","34","10","02","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 7:00AM-7:00PM","(701) 265-4231"
"Pembina","34","10","03","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 7:00AM-7:00PM","(701) 265-4231"
"Pembina","34","10","04","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 7:00AM-7:00PM","(701) 265-4231"
"Pembina","34","10","05","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 7:00AM-7:00PM","(701) 265-4231"
"Pembina","34","10","06","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 7:00AM-7:00PM","(701) 265-4231"
"Pierce","35","14","01","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Pierce","35","14","02","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Pierce","35","14","03","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Pierce","35","14","04","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Pierce","35","14","05","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Pierce","35","14","06","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Pierce","35","14","07","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Pierce","35","14","08","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext.  2100"
"Ramsey","36","15","01","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025"
"Ramsey","36","15","02","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025"
"Ramsey","36","15","03","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025"
"Ramsey","36","15","04","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025"
"Ransom","37","24","01","EXPO","612 7th Ave W","Lisbon","ND","58054"," 9:00AM-7:00PM","(701) 683-6113"
"Ransom","37","24","02","EXPO","612 7th Ave W","Lisbon","ND","58054"," 9:00AM-7:00PM","(701) 683-6113"
"Ransom","37","26","03","EXPO","612 7th Ave W","Lisbon","ND","58054"," 9:00AM-7:00PM","(701) 683-6113"
"Ransom","37","26","04","EXPO","612 7th Ave W","Lisbon","ND","58054"," 9:00AM-7:00PM","(701) 683-6113"
"Renville","38","06","01","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301"
"Renville","38","06","02","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301"
"Renville","38","06","03","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301"
"Renville","38","06","04","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301"
"Renville","38","06","05","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301"
"Richland","39","25","37","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","37","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","37","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","37","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","39","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","39","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","39","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","39","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","41","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","41","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","41","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","41","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","46","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","46","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","46","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","46","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","48","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","48","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","48","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","48","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","49","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","49","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","49","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","49","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","51","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","51","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","51","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","51","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","52","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","52","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","52","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","52","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","53","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","53","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","53","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","53","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","54","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","54","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","54","NDSCS Blikre Activities Center","1098 14th Ave N","Wahpeton","ND","58075"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","25","54","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700"
"Richland","39","26","37","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700"
